GLOBAL ID,REPORTING YEAR,REPORTING MONTH,NON OPERATIONAL,INFLUENT VOLUME,INFLUENT TYPE,INFLUENT TYPE EST EXPLANATION,EFF NOT WITHIN 20 EXPLANATION,INFLUENT 0 EXPLANATION,WWTP 1,WWTP VOL 1,WWTP 2,WWTP VOL 2,WWTP 3,WWTP VOL 3,WWTP 4,WWTP VOL 4,WWTP 5,WWTP VOL 5
NPD100051606,2020,2,NA,612.7,metered,NA,"Use of Reclaimed water for liquid oxygen evaporators, onsite irrigation, pump seal water, dewatering units, and clarifier foam control. Total Reclaimed water used- 46.96 ac-ft/ month. February discharge location began as land from 2/1/20 to 2/7/20. On 2/7/2020 to 2/29/2020 discharge was to inland surface waters.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051606,2020,7,NA,566.69,metered,NA,"Use of Reclaimed water for liquid oxygen evaporators, onsite irrigation, pump seal water, dewatering units, and clarifier foam control. Total Reclaimed water used- 42.50 ac-ft/ month. July discharge location began as inland surface and ended as inland surface. On 7/9/2020 and 7/15/2020 land discharge for pond maintenance.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051606,2020,11,NA,568.41,metered,NA,"Use of Reclaimed water for liquid oxygen evaporators, onsite irrigation, pump seal water, dewatering units, and clarifier foam control. Total Reclaimed water used- 39.28 ac-ft/ month.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026775,2020,6,NA,238.16,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026775,2020,12,NA,217.42,metered,NA,"From 12/25/2020 to 12/29/2020, all tertiary treated effluent water was sent to the Lemon Grove Ponds due to a chlorine meter failure at the Oceanside Ocean Outfall Pump Station. This water is returned to the plant over a period of days to weeks. Approximately 12.3 MG went to the Lemon Grove Ponds.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035936,2020,5,NA,109.45,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051583,2020,1,NA,974.7,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026775,2020,7,NA,239.29,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026777,2020,11,NA,64.79,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051498,2020,1,NA,295,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051498,2020,2,NA,259,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051498,2020,4,NA,253,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051498,2020,5,NA,252,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051498,2020,6,NA,244,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051498,2020,7,NA,246,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051622,2020,9,NA,46.99,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032734,2020,1,NA,102.96,metered,NA,Stored in pond,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032734,2020,3,NA,105.54,metered,NA,stored in ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032734,2020,4,NA,107.2,metered,NA,stored in ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032734,2020,5,NA,111.3,metered,NA,stored in ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032734,2020,8,NA,114.29,metered,NA,stored in ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032734,2020,9,NA,111.78,metered,NA,stored in ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032734,2020,10,NA,114.34,metered,NA,stored in ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032734,2020,11,NA,114.54,metered,NA,stored in ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030395,2020,2,NA,12.6,estimated,No influent meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030395,2020,3,NA,10.83,estimated,no influent meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030395,2020,6,NA,13.87,estimated,No influent meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033952,2020,1,NA,147.9,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032587,2020,12,NA,258.73,metered,NA,NA,NA,OCSD Plant 1 (Place ID 758392),245.89,Groundwater Replenishment System - Advanced WTF (Place ID 228046),12.84,NA,NaN,NA,NaN,NA,NaN
WDR100034388,2020,7,NA,1.73,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100045342,2020,9,NA,656.75,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051533,2020,7,NA,53.45,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051500,2020,1,NA,4.57,estimated,"No meter, same as discharge",I have no idea,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051500,2020,2,NA,4.45,estimated,"No meter, same as discharge",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032998,2020,2,NA,380.57,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032998,2020,10,NA,447.2,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051473,2020,1,NA,3.92,metered,NA,No discharge for the month of January 2020. Holding ponds.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027484,2020,10,NA,46.43,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036493,2020,1,NA,78.09,metered,NA,No discharge during rainy season,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051473,2019,1,NA,7.07,metered,NA,No discharge for the month of January 2019. Holding ponds.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051473,2019,9,NA,5.2,metered,NA,No discharge for the month of September 2019. Holding ponds.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051473,2019,10,NA,4.79,metered,NA,No discharge for the month of October 2019. Holding ponds.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051473,2019,3,NA,28.29,metered,NA,"Discharge to the Feather River began March 20, 2019.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051605,2020,4,NA,56,metered,NA,Process water and wasting,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051605,2020,6,NA,62,metered,NA,Process water and wasting,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051605,2020,7,NA,64,metered,NA,Process water and wasting,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051605,2020,8,NA,63,metered,NA,Process water and wasting,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030531,2020,7,NA,169,metered,NA,Water to storage reservoir,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030531,2020,8,NA,172,metered,NA,Water to storage reservoir,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051506,2020,1,NA,75.55,metered,NA,RAS is measured with influent flow and subtracted from total. RAS does not meter accurately,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051506,2020,2,NA,66.83,metered,NA,RAS measured with influent,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051506,2020,3,NA,73.05,metered,NA,RAS measured with influent,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032725,2019,2,NA,0.13,estimated,"no meter on site, calculated by water used",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032725,2019,3,NA,0.14,estimated,"no flow meter, based on water used",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032725,2019,6,NA,0.14,estimated,"no flow meter, based on water used",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032725,2019,7,NA,0.14,estimated,"no flow meter, based on water used",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032725,2019,8,NA,0.14,estimated,"no flow meter, based on water used",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032725,2019,9,NA,0.14,estimated,"no flow meter, based on water used",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051539,2019,3,NA,111.5,metered,NA,No Discharge,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051592,2020,3,NA,118.1,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051592,2020,4,NA,127.7,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051592,2020,5,NA,161.8,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051592,2020,9,NA,110,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2020,2,NA,0.762,metered,NA,"Discharge is believed to be not engineered correctly, Meters are calibrated every year and are correct. It is being looked in to for a fix.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2020,4,NA,0.934,metered,NA,"Discharge is believed to be not engineered correctly, Meters are calibrated every year and are correct. It is being looked in to for a fix.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2020,8,NA,0.83,metered,NA,"Discharge is believed to be not engineered correctly, Meters are calibrated every year and are correct. It is being looked in to for a fix.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051552,2020,11,NA,0.25,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051552,2020,12,NA,0.2,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035075,2020,11,NA,240,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027065,2020,5,NA,19.34,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027065,2020,6,NA,19.55,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027065,2020,7,NA,19.59,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027065,2020,8,NA,19.97,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027065,2020,9,NA,19.67,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027065,2020,11,NA,19.45,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027065,2020,12,NA,19.41,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2019,4,NA,1,metered,NA,"Discharge of the effluent piping configuration is believed to be not engineered correctly, causing the inaccurate reading.  Meters are calibrated every year and are correct. It is being looked at to try and find a fix for this problem.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2019,5,NA,0.83,metered,NA,"Discharge of the effluent piping configuration is believed to be not engineered correctly, causing the inaccurate reading.  Meters are calibrated every year and are correct. It is being looked at to try and find a fix for this problem.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2019,6,NA,0.88,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2019,7,NA,0.71,metered,NA,"Discharge of the effluent piping is believed to be not engineered correctly, Meters are calibrated every year and are correct. It is being looked at to try and find a fix.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2019,8,NA,0.73,metered,NA,"Discharge of the effluent piping is believed to be not engineered correctly, Meters are calibrated every year and are correct. It is being looked at to try and find a fix.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033581,2019,5,NA,15.58,metered,NA,Our small system uses a percolation pond without an effluent. No treatment only evaporation and percolation. There is no effluent in use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033581,2019,10,NA,17.87,metered,NA,Our small system uses a percolation pond without an effluent. No treatment only evaporation and percolation. There is no effluent in use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033581,2020,2,NA,19.45,metered,NA,Our small system uses a percolation pond without an effluent. No treatment only evaporation and percolation. There is no effluent in use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033581,2020,3,NA,19.55,metered,NA,Our small system uses a percolation pond without an effluent. No treatment only evaporation and percolation. There is no effluent in use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051934,2020,8,NA,589,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051934,2020,9,NA,493,metered,NA,DEAN,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051934,2020,12,NA,595,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032725,2020,4,NA,0.14,estimated,"we dont have flow meters, based on water used",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033581,2020,8,NA,13.82,metered,NA,Our small system uses a percolation pond without an effluent. No treatment only evaporation and percolation. There is no effluent in use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033581,2020,11,NA,17.81,metered,NA,Our small system uses a percolation pond without an effluent. No treatment only evaporation and percolation. There is no effluent in use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030795,2020,8,NA,370.91,metered,NA,tertiary storage ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051501,2020,7,NA,119,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051510,2020,5,NA,1938.1,metered,NA,"The City of Modesto treatment facility receives, on average 18 MGD of influent flow per day. The City can discharge a maximum volume of 14.9 MGD to the North Valley Regional Recycled Water Program as permitted by order R5-2016-0010. The additional volume is stored in ponds and later land applied.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051606,2020,12,NA,566.02,metered,NA,"Use of Reclaimed water for liquid oxygen evaporators, onsite irrigation, pump seal water, dewatering units, and clarifier foam control. Total Reclaimed water used- 37.10 ac-ft/ month.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026775,2020,8,NA,244.97,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026775,2020,9,NA,227.24,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035936,2020,8,NA,108.85,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051583,2020,11,NA,982.4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027318,2020,8,NA,215.68,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027318,2020,9,NA,211.26,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027318,2020,11,NA,203.13,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027318,2020,12,NA,203.71,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026777,2020,3,NA,73.83,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026777,2020,4,NA,85.09,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026777,2020,5,NA,74.11,metered,NA,"This plant uses potable water for in-plant process use, plus storm water is processed through the plant that does not go through the influent flow meter.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026777,2020,9,NA,62.76,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026777,2020,10,NA,58.25,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051498,2020,9,NA,255,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051498,2020,10,NA,250,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051622,2020,3,NA,60.84,metered,NA,Wasting of excess MLSS throughout the month.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051622,2020,7,NA,40.83,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030395,2020,5,NA,12.51,estimated,No influent meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030395,2020,7,NA,17.8,estimated,No influent meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030395,2020,10,NA,12.74,estimated,No influent meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030395,2020,11,NA,10.6,estimated,No influent meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030395,2020,12,NA,9.23,estimated,No influent meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033952,2020,7,NA,166.35,metered,NA,1 of 2 new flow meters installed in separate trunk lines to get more accurate readings into the head of the plant.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032587,2020,9,NA,544.95,metered,NA,Instrumentation discrepancy between total filter influent and total filter effluent meters in first half of the month. Issue resolved second half of the month.,NA,OCSD Plant 1 (Place ID 758392),531.11,Groundwater Replenishment System - Advanced WTF (Place ID 228046),13.84,NA,NaN,NA,NaN,NA,NaN
WDR100032587,2020,11,NA,262.51,metered,NA,NA,NA,OCSD Plant 1 (Place ID 758392),253.75,Groundwater Replenishment System - Advanced WTF (Place ID 228046),8.76,NA,NaN,NA,NaN,NA,NaN
WDR100034388,2020,6,NA,1.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100045342,2020,6,NA,641.65,metered,NA,Irrigation season practice stores irrigation water in storage and equalization ponds for later use.  Process water is disinfected tertiary treated effluent which is diverted prior to metering of effluent discharge. There is also return flow to the headworks.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033461,2020,2,NA,28.54,metered,NA,No discharge in February 2020,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033461,2020,7,NA,31.67,metered,NA,No discharge in July 2020,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033461,2020,11,NA,29.06,metered,NA,No discharge in November 2020,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051533,2020,5,NA,52.81,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051533,2020,8,NA,52.49,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051473,2020,9,NA,4.02,metered,NA,No discharge for the month of September 2020. Holding ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027484,2020,5,NA,47.11,metered,NA,Faulty Meter,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036493,2020,12,NA,60.8,metered,NA,No discharge during rainy season.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036493,2020,4,NA,51.88,metered,NA,WWTP is not designed to discharge within 10% of influent volume.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031419,2020,7,NA,2.73,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031419,2020,11,NA,1.93,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035503,2020,1,NA,111.68,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035503,2020,7,NA,99.4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032725,2019,4,NA,0.14,estimated,"no flow meter, based on water used",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032725,2019,5,NA,0.14,estimated,"no flow meter, based on water used",NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051539,2019,4,NA,59.5,metered,NA,Percolation,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051539,2019,2,NA,56,metered,NA,No Discharge,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2020,1,NA,0.884,metered,NA,"Discharge of the effluent piping is believed to be not engineered correctly, Meters are calibrated every year and are correct. It is being looked at to try and find a fix.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051552,2020,7,NA,0.51,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051617,2020,4,NA,218.87,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051617,2020,12,NA,213.41,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032803,2019,10,NA,149.17,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032803,2019,12,NA,145.86,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027065,2020,1,NA,19.98,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027065,2020,10,NA,19.66,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2019,1,NA,1.07,metered,NA,"Discharge of the effluent piping configuration is believed to be not engineered correctly, causing the inaccurate reading.  Meters are calibrated every year and are correct. It is being looked at to try and find a fix for this problem.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2019,9,NA,0.71,metered,NA,"Discharge of the effluent piping is believed to be not engineered correctly, Meters are calibrated every year and are correct. It is being looked at to try and find a fix.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051537,2019,12,NA,0.86,metered,NA,"Discharge of the effluent piping configuration is believed to be not engineered correctly, causing the inaccurate reading.  Meters are calibrated every year and are correct. It is being looked at to try and find a fix for this problem.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033581,2019,4,NA,16.13,metered,NA,Our small system uses a percolation pond without an effluent. No treatment only evaporation and percolation. There is no effluent in use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033581,2019,6,NA,16.48,metered,NA,Our small system uses a percolation pond without an effluent. No treatment only evaporation and percolation. There is no effluent in use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033581,2019,8,NA,17.36,metered,NA,Our small system uses a percolation pond without an effluent. No treatment only evaporation and percolation. There is no effluent in use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033581,2019,12,NA,21.59,metered,NA,Our small system uses a percolation pond without an effluent. No treatment only evaporation and percolation. There is no effluent in use.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051934,2020,7,NA,596,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032803,2020,1,NA,139.4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032803,2020,3,NA,147.31,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032803,2020,5,NA,150.43,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100032803,2020,9,NA,152.78,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030795,2020,2,NA,387.52,metered,NA,tertiary storage ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030795,2020,5,NA,427.01,metered,NA,tertiary storage ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030795,2020,6,NA,390.88,metered,NA,tertiary storage ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030795,2020,7,NA,388.83,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051501,2020,5,NA,115,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051501,2020,8,NA,118,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051501,2020,11,NA,112,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051501,2020,12,NA,116,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051510,2020,2,NA,1585.7,metered,NA,"The City of Modesto treatment facility receives, on average 18 MGD of influent flow per day. The City can discharge a maximum volume of 14.9 MGD to the North Valley Regional Recycled Water Program as permitted by order R5-2016-0010. The additional volume is stored in ponds and later land applied.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051510,2020,4,NA,1910.7,metered,NA,"The City of Modesto treatment facility receives, on average 18 MGD of influent flow per day. The City can discharge a maximum volume of 14.9 MGD to the North Valley Regional Recycled Water Program as permitted by order R5-2016-0010. The additional volume is stored in ponds and later land applied.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
