GLOBAL ID,REPORTING YEAR,REPORTING MONTH,NON OPERATIONAL,INFLUENT VOLUME,INFLUENT TYPE,INFLUENT TYPE EST EXPLANATION,EFF NOT WITHIN 20 EXPLANATION,INFLUENT 0 EXPLANATION,WWTP 1,WWTP VOL 1,WWTP 2,WWTP VOL 2,WWTP 3,WWTP VOL 3,WWTP 4,WWTP VOL 4,WWTP 5,WWTP VOL 5
NPD100051534,2021,7,NA,47.75,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033554,2021,5,NA,4.1,estimated,Wastewater is discharged into pond and evaporates,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051530,2021,5,NA,45.79,metered,NA,Need to fill ponds for summer operation,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033554,2021,6,NA,4.1,estimated,Wastewater is discharged into pond and evaporates,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051530,2021,6,NA,42.83,metered,NA,Need to fill ponds for summer operations,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030416,2021,1,NA,6.7,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030844,2021,7,NA,32.3,metered,NA,Treated EFF is sent to a storage reservoir and held during prior to irrigation. Irrigated EFF is controlled to sustain enough water for cattle for the dry season.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030844,2021,9,NA,31.9,metered,NA,Treated EFF is sent to a storage reservoir and held during prior to irrigation. Irrigated EFF is controlled to sustain enough water for cattle for the dry season.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028880,2021,1,NA,146.4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035198,2021,9,NA,26.6,metered,NA,evaporation during sludge removal,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035198,2021,10,NA,24.4,metered,NA,evaporation during sludge removal,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035198,2021,12,NA,27.6,metered,NA,evaporation during sludge removal,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035503,2021,8,NA,100.6,estimated,Influent Flow Meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030891,2021,1,NA,3.54,metered,NA,Effluent based on pump run times,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030891,2021,10,NA,3.73,metered,NA,Effluent based on pump run times,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030891,2021,11,NA,3.85,metered,NA,Effluent based on pump run times,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030893,2021,8,NA,30.44,metered,NA,Effluent held in storage ponds,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030893,2021,12,NA,30.32,metered,NA,Effluent stored in holding pond,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035075,2021,3,NA,262,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035075,2021,4,NA,243,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031398,2021,1,NA,36.54,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031398,2021,4,NA,41.14,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031398,2021,5,NA,42.52,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031398,2021,7,NA,40.05,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031522,2021,1,NA,31.9,estimated,Influent meter not accurate. Estimates based on basin volumes and daily flow through the facility,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051581,2021,11,NA,38.11,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051581,2021,12,NA,78.19,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037076,2021,2,NA,8.83,metered,NA,Rainwater collection,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030531,2021,3,NA,157.3,metered,NA,Water to storage reservoir,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100029567,2021,2,NA,3.08,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100029567,2021,9,NA,6.36,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100029567,2021,11,NA,5.11,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051520,2021,2,NA,134.4,metered,NA,"Flow equalization basins used, tertiary filters reject water returned to the influent, in plant use utility water returned to the influent.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051473,2021,1,NA,4.72,metered,NA,No discharge for the month of January 2021. Holding ponds.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051622,2021,12,NA,46.51,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051617,2021,5,NA,260.42,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030422,2021,6,NA,2.8,metered,NA,water did not meet requirements,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030422,2021,9,NA,2.5,metered,NA,water did not meet requirements,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033271,2021,2,NA,162.4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033271,2021,4,NA,174.7,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033271,2021,6,NA,185.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033271,2021,7,NA,189,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033273,2021,12,NA,4.9,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030305,2021,4,NA,445.86,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030305,2021,5,NA,479.14,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100053595,2021,1,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035359,2021,11,NA,205.91,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037417,2021,2,NA,76.36,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100040422,2021,8,NA,4.98,metered,NA,Storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051494,2021,3,NA,267,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051797,2021,5,NA,469.54,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027488,2021,1,NA,46.26,metered,NA,Effluent discharged to storage ponds during winter months,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027488,2021,2,NA,41.47,metered,NA,Effluent discharged to storage ponds during winter months,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027488,2021,8,NA,43.9,metered,NA,Water spayed from storage ponds not directly from plant effluent.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034474,2021,3,NA,70.9,metered,NA,Effluent stored and held in the winter.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034937,2021,7,NA,410.2,metered,NA,"T-TSA calculates its volumetric difference by comparing the influent flow to its effluent flow.  On frequent occasions and depending on which treatment unit processes are in service, hydraulic head conditions cause a back surcharge into the existing influent Parshall Flume flowmeter.  When this occurs, as it did the majority of the 2021 calendar year, it creates a volumetric difference in excess of +10%.  In order to resolve this, T-TSA is in the process of installing a different influent flowmeter further upstream of the first unit process of the treatment plant which will not be affected by the varying hydraulic conditions.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034937,2021,10,NA,248.6,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051509,2021,2,NA,0.548,estimated,pump run time,rain,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051509,2021,6,NA,0.506,estimated,pump run time,evaporation and percolation,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051509,2021,8,NA,0.594,estimated,pump run time,evaporation and percolation,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028110,2021,1,NA,67.21,metered,NA,Holding/Polishing Ponds Prior to land discharge,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028110,2021,2,NA,68.44,metered,NA,Holding/Polishing ponds prior to land discharge,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037211,2021,1,NA,0.89,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100047175,2021,12,NA,20.56,metered,NA,Rest of flows went to inland receiving waters.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028714,2021,3,NA,28.56,metered,NA,Internally bypassed back to the collection system or sludge waste.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028714,2021,4,NA,27.97,metered,NA,Internally bypassed back to the collection system or sludge waste.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028714,2021,6,NA,26.06,metered,NA,Internally bypassed back to the collection system or sludge waste.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028714,2021,9,NA,25.32,metered,NA,Internally bypassed back to the collection system or sludge waste.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028714,2021,12,NA,28.46,metered,NA,Internally bypassed back to the collection system or sludge waste.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100029577,2021,8,NA,113.05,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051639,2021,2,NA,3.89,estimated,Calculation of flow rate X time,Discharge = Influent + Rainfall,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051639,2021,8,NA,3.87,estimated,Calculation of flow rate X time,Evapo/transpiration,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036522,2021,3,NA,47,metered,NA,stored in ponds.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100026684,2021,11,NA,22.9,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035243,2020,3,NA,0,metered,NA,NA,Because we no longer have a customer to purchase our reclaim water,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035243,2020,5,NA,0,metered,NA,NA,Because we no longer have a customer to purchase our reclaim water,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035243,2020,6,NA,0,metered,NA,NA,Because we no longer have a customer to purchase our reclaim water,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030309,2020,4,NA,2.5,estimated,Pump GPM multiplied by time ran,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030311,2020,7,NA,23.3,metered,NA,Effluent is stored in a reservoir and pumped to a sprayfield,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051477,2020,3,NA,12538.6,metered,NA,SRWTP has many internal recycled flows that are seen multiple times on the influent flow meters but only once on the effluent flow meter. Effluent flow is more representative of the net influent flow into the plant each day.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051477,2020,4,NA,12801.6,metered,NA,SRWTP has many internal recycled flows that are seen multiple times on the influent flow meters but only once on the effluent flow meter. Effluent flow is more representative of the net influent flow into the plant each day.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051477,2020,12,NA,14442.8,metered,NA,SRWTP has many internal recycled flows that are seen multiple times on the influent flow meters but only once on the effluent flow meter. Effluent flow is more representative of the net influent flow into the plant each day.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051476,2020,4,NA,2299.49,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100029577,2020,3,NA,164.98,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027452,2020,2,NA,3.54,metered,NA,Effluent placed into storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027452,2020,3,NA,6.18,metered,NA,Effluent placed into storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027452,2020,12,NA,2.53,metered,NA,Effluent placed into storage,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031577,2020,1,NA,9.45,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100001788,2020,2,NA,2.43,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100001788,2020,10,NA,2.53,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100001788,2020,12,NA,1.78,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028677,2020,11,NA,1312.74,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030844,2020,8,NA,35.93,metered,NA,Effluent is held in a storage reservoir during the rain season until able to irrigate to Land Application Areas during summer months.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030293,2020,7,NA,85.21,metered,NA,Effluent is discharged to lined storage ponds at the LCTF prior to distribution,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027669,2020,2,NA,60.1,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000730,2020,7,NA,0.78,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036054,2020,8,NA,35.8,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036054,2020,6,NA,37.8,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036054,2020,4,NA,61.3,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036054,2020,3,NA,48.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036054,2020,2,NA,34.4,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000869,2020,4,NA,781,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000869,2020,5,NA,750,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000869,2020,6,NA,732,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000869,2020,8,NA,735,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000869,2020,11,NA,720,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100000869,2020,12,NA,725,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037420,2020,12,NA,4.9,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035448,2020,4,NA,0.17,estimated,All wastewater received is treated therefore influent is estimated to be equivalent to the metered discharge.,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035448,2020,7,NA,0.5,estimated,All wastewater received is treated therefore influent is estimated to be equivalent to the metered discharge.,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036120,2020,10,NA,6.34,metered,NA,Difference between influent and effluent is attributed to monthly draining of contact chamber and potential flowmeter inaccuracies.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033271,2020,8,NA,203.2,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033271,2020,9,NA,184.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033271,2020,10,NA,186.9,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033271,2020,11,NA,177.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033271,2020,12,NA,166.5,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033156,2020,6,NA,1.81,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028275,2020,6,NA,4.99,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030590,2020,8,NA,104.65,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100030590,2020,10,NA,94.6,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100027481,2020,2,NA,43.88,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051534,2020,4,NA,89.12,metered,NA,Difference stored in Reclaimed Reservoir.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100014340,2020,3,NA,345.43,estimated,Allowable difference between meters,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100014340,2020,4,NA,324.59,estimated,Allowable difference between meters,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100001039,2020,12,NA,700,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035763,2020,10,NA,1.63,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051638,2020,10,NA,960.85,estimated,calculated from different meters,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051638,2020,11,NA,976.35,estimated,calculated from different meters,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,1,NA,0.03,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,2,NA,0.03,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,3,NA,0.02,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,4,NA,0.06,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,5,NA,0.06,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,6,NA,0.05,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,7,NA,0.12,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,8,NA,0.14,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,9,NA,0.12,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,10,NA,0.04,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,11,NA,0.07,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033904,2020,12,NA,0.03,estimated,Pump hour meter used for volume estimate,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100033512,2020,3,NA,8.83,metered,NA,Water stored in pond.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028168,2020,3,NA,1.99,metered,NA,The tertiary system is operated based on the level of the treatment pond which also serves as a storage pond.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028168,2020,6,NA,1.48,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100034962,2020,4,NA,85,metered,NA,"350,000 gal discharged to spray field",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028168,2020,7,NA,1.6,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028168,2020,8,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028168,2020,9,NA,1.49,metered,NA,The tertiary system is operated based on the level of the treatment pond which also serves as a storage pond.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028168,2020,10,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100031421,2020,8,NA,52.71,metered,NA,Discharge to land includes 32.51 acre feet from ARSA.  Water reuse used 22.36 acre feet to irrigate fodder crops.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028325,2020,1,NA,34.49,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028325,2020,12,NA,34.34,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028327,2020,2,NA,46.8,metered,NA,Effluent water is stored in on-site ponds until customers call for recycled water. Excess effluent flows are bypassed back into the sewer system and delivered to the Regional Water Reclamation Facility.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028327,2020,4,NA,48.55,metered,NA,Effluent water is stored in on-site ponds until customers call for recycled water. Excess effluent flows are bypassed back into the sewer system and delivered to the Regional Water Reclamation Facility.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051515,2020,5,NA,33.19,metered,NA,"IAW WRR, irrigation of reclaimed water must be in accordance to evapotranspiration rates.  The remainder was held in lagoons for subsequent discharge or reclamation.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051619,2020,8,NA,551.22,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051515,2020,12,NA,29.93,metered,NA,"IAW WRR, irrigation of reclaimed water must be in accordance to evapotranspiration rates.  The remainder was held in lagoons for subsequent discharge or reclamation.    IAW NPDES Permit, minimum dilution ratio of 50:1 must be maintained.  The remainder was held in lagoons for subsequent discharge, or reclamation.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051516,2020,7,NA,72.61,metered,NA,"Plant measurement technology is based on ultrasonic level sensors (less accurate) than influent measurement which is based on magnetic, inline flow meters. At the plant, some water is used for internal processes: dewatering press, cleanup, etc. which may lead to evaporation loss.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037596,2020,12,NA,0,metered,NA,NA,closed for the winter,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037593,2020,1,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037593,2020,4,X,0,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100037593,2020,6,NA,0.52,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035458,2020,1,NA,1.6,estimated,No Meter,We are required Merced County Fire Department to retain water in holding pond for fire suppression.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036562,2020,8,NA,112,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035458,2020,3,NA,1.64,estimated,No Meter,We are required Merced County Fire Department to retain water in holding pond for fire suppression.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035458,2020,5,NA,1.85,estimated,No Meter,We are required Merced County Fire Department to retain water in holding pond for fire suppression.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035458,2020,6,NA,1.95,estimated,No Meter,We are required Merced County Fire Department to retain water in holding pond for fire suppression.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035458,2020,7,NA,1.92,estimated,No Meter,We are required Merced County Fire Department to retain water in holding pond for fire suppression.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035458,2020,10,NA,1.77,estimated,No Meter,We are required Merced County Fire Department to retain water in holding pond for fire suppression.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035458,2020,11,NA,1.8,estimated,No Meter,We are required Merced County Fire Department to retain water in holding pond for fire suppression.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100035458,2020,12,NA,1.83,estimated,No Meter,We are required Merced County Fire Department to retain water in holding pond for fire suppression.,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
NPD100051590,2020,7,NA,36.41,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036794,2020,9,NA,3.28,estimated,"flow meter o/s, estimate based on average flow","Discharge only from percolation or evaporation.  Seasonal fluctuations, less evaporation in fall/winter.",NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100028709,2020,3,NA,2.92,estimated,Based on Effluent Meter,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
WDR100036795,2020,1,NA,1.83,metered,NA,NA,NA,NA,NaN,NA,NaN,NA,NaN,NA,NaN,NA,NaN
