LIMIT_SET_SCHEDULE_ID,LIMIT_VALUE_ID,LIMIT_VALUE_TYPE_CODE,MONITORING_PERIOD_END_DATE,REPORTED_EXCURSION_NMBR,DMR_VALUE_STANDARD_UNITS,EXCEEDENCE_PCT,VIOLATION_CODE,MONITORING_PERIOD_END_DATE_NUMERIC,EXTERNAL_PERMIT_NMBR,PERM_FEATURE_ID,PERM_FEATURE_NMBR,LIMIT_SET_ID,LIMIT_SET_DESIGNATOR,LIMIT_SET_NAME,DMR_COMMENT_TEXT,LIMIT_ID,LIMIT_BEGIN_DATE,LIMIT_END_DATE,PARAMETER_CODE,MONITORING_LOCATION_CODE,LIMIT_VALUE_NMBR,LIMIT_UNIT_CODE,LIMIT_UNIT_DESC,STANDARD_UNIT_CODE,STANDARD_UNIT_DESC,LIMIT_VALUE_STANDARD_UNITS,STATISTICAL_BASE_CODE,STATISTICAL_BASE_TYPE_CODE,LIMIT_VALUE_QUALIFIER_CODE,LIMIT_TYPE_CODE,LIMIT_SAMPLE_TYPE_CODE,LIMIT_FREQ_OF_ANALYSIS_CODE,ALL_MONTHS_LIMIT,LIMIT_SEASON_ID,LIMIT_BEGIN_DATE_NUMERIC,LIMIT_END_DATE_NUMERIC,STANDARD_UNIT_BASE,LIMIT_BASE_UNIT_DESC,DMR_VALUE_BASE_UNITS,LIMIT_VALUE_BASE_UNITS,_DATA_SOURCE,location,PARAMETER_DESC,calculated_method,qualifier,facility_name,facility_place_id,group_key
3600641620,3607772260,C,2020-03-31T00:00:00Z,NA,2.32475628e-26,NA,NA,2020.3349315068492,CA0081744,3600397392,EFF1,3600445261,A,DISCHARGE 001 / MONTHLY,"Coliform, total general (74056 1 0): When TC results in a 30-day period are greater than 240 MPN/100mL, report second highest. Otherwise, report highest result.",3604584451,2019-08-01T00:00:00Z,2024-07-31T00:00:00Z,610,1,27,19,mg/L,19,mg/L,4.48345854e-26,WA,AVG,<=,ENF,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,0,2019.669406392694,2024.6682648401825,kg,kg,2.32475628e-26,4.48345854e-26,DMR,NA,NA,NA,NA,NA,NA,CA0081744|610|1|EFF1|WA|mg/L|C
3600641620,3607772260,C,2020-04-30T00:00:00Z,NA,1.6605402e-28,NA,D90,2020.4155251141551,CA0081744,3600397392,EFF1,3600445261,A,DISCHARGE 001 / MONTHLY,"Coliform, total general (74056 1 0): When TC results in a 30-day period are greater than 240 MPN/100mL, report second highest. Otherwise, report highest result.",3604584451,2019-08-01T00:00:00Z,2024-07-31T00:00:00Z,610,1,27,19,mg/L,19,mg/L,4.48345854e-26,WA,AVG,<=,ENF,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,0,2019.669406392694,2024.6682648401825,kg,kg,1.6605402e-28,4.48345854e-26,DMR,NA,NA,NA,NA,NA,NA,CA0081744|610|1|EFF1|WA|mg/L|C
3600641620,3607772260,C,2022-02-28T00:00:00Z,NA,2.15870226e-26,NA,NA,2022.2433789954339,CA0081744,3600397392,EFF1,3600445261,A,DISCHARGE 001 / MONTHLY,"Coliform, total general (74056 1 0): When TC results in a 30-day period are greater than 240 MPN/100mL, report second highest. Otherwise, report highest result.",3604584451,2019-08-01T00:00:00Z,2024-07-31T00:00:00Z,610,1,27,19,mg/L,19,mg/L,4.48345854e-26,WA,AVG,<=,ENF,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,0,2019.669406392694,2024.6682648401825,kg,kg,2.15870226e-26,4.48345854e-26,DMR,NA,NA,NA,NA,NA,NA,CA0081744|610|1|EFF1|WA|mg/L|C
3600641620,3607772260,C,2022-03-31T00:00:00Z,NA,2.0424644460000002e-26,NA,NA,2022.3349315068492,CA0081744,3600397392,EFF1,3600445261,A,DISCHARGE 001 / MONTHLY,"Coliform, total general (74056 1 0): When TC results in a 30-day period are greater than 240 MPN/100mL, report second highest. Otherwise, report highest result.",3604584451,2019-08-01T00:00:00Z,2024-07-31T00:00:00Z,610,1,27,19,mg/L,19,mg/L,4.48345854e-26,WA,AVG,<=,ENF,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,0,2019.669406392694,2024.6682648401825,kg,kg,2.0424644460000002e-26,4.48345854e-26,DMR,NA,NA,NA,NA,NA,NA,CA0081744|610|1|EFF1|WA|mg/L|C
3600641620,3607772260,C,2023-03-31T00:00:00Z,NA,7.30637688e-27,NA,NA,2023.3349315068492,CA0081744,3600397392,EFF1,3600445261,A,DISCHARGE 001 / MONTHLY,"Coliform, total general (74056 1 0): When TC results in a 30-day period are greater than 240 MPN/100mL, report second highest. Otherwise, report highest result.",3604584451,2019-08-01T00:00:00Z,2024-07-31T00:00:00Z,610,1,27,19,mg/L,19,mg/L,4.48345854e-26,WA,AVG,<=,ENF,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,0,2019.669406392694,2024.6682648401825,kg,kg,7.30637688e-27,4.48345854e-26,DMR,NA,NA,NA,NA,NA,NA,CA0081744|610|1|EFF1|WA|mg/L|C
3600641620,3607772260,C,2023-04-30T00:00:00Z,NA,4.9816205999999996e-27,NA,NA,2023.4155251141551,CA0081744,3600397392,EFF1,3600445261,A,DISCHARGE 001 / MONTHLY,"Coliform, total general (74056 1 0): When TC results in a 30-day period are greater than 240 MPN/100mL, report second highest. Otherwise, report highest result.",3604584451,2019-08-01T00:00:00Z,2024-07-31T00:00:00Z,610,1,27,19,mg/L,19,mg/L,4.48345854e-26,WA,AVG,<=,ENF,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,0,2019.669406392694,2024.6682648401825,kg,kg,4.9816205999999996e-27,4.48345854e-26,DMR,NA,NA,NA,NA,NA,NA,CA0081744|610|1|EFF1|WA|mg/L|C
3600641620,3607772260,C,2023-05-31T00:00:00Z,NA,1.16237814e-27,NA,NA,2023.501598173516,CA0081744,3600397392,EFF1,3600445261,A,DISCHARGE 001 / MONTHLY,"Coliform, total general (74056 1 0): When TC results in a 30-day period are greater than 240 MPN/100mL, report second highest. Otherwise, report highest result.",3604584451,2019-08-01T00:00:00Z,2024-07-31T00:00:00Z,610,1,27,19,mg/L,19,mg/L,4.48345854e-26,WA,AVG,<=,ENF,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,0,2019.669406392694,2024.6682648401825,kg,kg,1.16237814e-27,4.48345854e-26,DMR,NA,NA,NA,NA,NA,NA,CA0081744|610|1|EFF1|WA|mg/L|C
3600641620,3607772260,C,2024-03-31T00:00:00Z,NA,2.225123868e-26,NA,NA,2024.3349315068492,CA0081744,3600397392,EFF1,3600445261,A,DISCHARGE 001 / MONTHLY,"Coliform, total general (74056 1 0): When TC results in a 30-day period are greater than 240 MPN/100mL, report second highest. Otherwise, report highest result.",3604584451,2019-08-01T00:00:00Z,2024-07-31T00:00:00Z,610,1,27,19,mg/L,19,mg/L,4.48345854e-26,WA,AVG,<=,ENF,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,0,2019.669406392694,2024.6682648401825,kg,kg,2.225123868e-26,4.48345854e-26,DMR,NA,NA,NA,NA,NA,NA,CA0081744|610|1|EFF1|WA|mg/L|C
3600641620,3607772260,C,2024-04-30T00:00:00Z,NA,2.142096858e-26,NA,NA,2024.4155251141551,CA0081744,3600397392,EFF1,3600445261,A,DISCHARGE 001 / MONTHLY,"Coliform, total general (74056 1 0): When TC results in a 30-day period are greater than 240 MPN/100mL, report second highest. Otherwise, report highest result.",3604584451,2019-08-01T00:00:00Z,2024-07-31T00:00:00Z,610,1,27,19,mg/L,19,mg/L,4.48345854e-26,WA,AVG,<=,ENF,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,0,2019.669406392694,2024.6682648401825,kg,kg,2.142096858e-26,4.48345854e-26,DMR,NA,NA,NA,NA,NA,NA,CA0081744|610|1|EFF1|WA|mg/L|C
3600641620,3607772260,C,2025-03-31T00:00:00Z,NA,3.65318844e-26,NA,NA,2025.3349315068492,CA0081744,3600397392,EFF1,3600445261,A,DISCHARGE 001 / MONTHLY,"Coliform, total general (74056 1 0): When TC results in a 30-day period are greater than 240 MPN/100mL, report second highest. Otherwise, report highest result.",3604584451,2019-08-01T00:00:00Z,2024-07-31T00:00:00Z,610,1,27,19,mg/L,19,mg/L,4.48345854e-26,WA,AVG,<=,ENF,GR,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,0,2019.669406392694,2024.6682648401825,kg,kg,3.65318844e-26,4.48345854e-26,DMR,NA,NA,NA,NA,NA,NA,CA0081744|610|1|EFF1|WA|mg/L|C
