"CWNS_ID","FACILITY_ID","STATE_CODE","FLOW_TYPE","CURRENT_DESIGN_FLOW","FUTURE_DESIGN_FLOW"
"06005079001",1175597,"CA","Infiltration Flow",,
"06005079001",1175597,"CA","Wet Weather Peak",,
"06005079001",1175597,"CA","Total Flow",3,3
"06005198001",1175702,"CA","Municipal Flow",2.78,2.78
"06005198001",1175702,"CA","Industrial Flow",,
"06005198001",1175702,"CA","Infiltration Flow",,
"06005198001",1175702,"CA","Wet Weather Peak",7.6,7.6
"06005198001",1175702,"CA","Total Flow",2.78,2.78
"06005319001",1175766,"CA","Municipal Flow",0.25,0.25
"06005319001",1175766,"CA","Industrial Flow",,
"06005319001",1175766,"CA","Infiltration Flow",,
"06005319001",1175766,"CA","Wet Weather Peak",,
"06005319001",1175766,"CA","Total Flow",0.25,0.25
"06005064001",1175585,"CA","Wet Weather Peak",,
"06005064001",1175585,"CA","Total Flow",12,20
"06005159001",1175677,"CA","Municipal Flow",0.15,0.15
"06005159001",1175677,"CA","Industrial Flow",,
"06005159001",1175677,"CA","Infiltration Flow",,
"06005159001",1175677,"CA","Wet Weather Peak",,
"06005159001",1175677,"CA","Total Flow",0.15,0.15
"06005310001",1175761,"CA","Municipal Flow",2.5,2.5
"06005310001",1175761,"CA","Industrial Flow",,
"06005310001",1175761,"CA","Infiltration Flow",,
"06005310001",1175761,"CA","Wet Weather Peak",,
"06005310001",1175761,"CA","Total Flow",2.5,2.5
"06006010001",1175863,"CA","Municipal Flow",2.2,2.2
"06006010001",1175863,"CA","Industrial Flow",,
"06006010001",1175863,"CA","Infiltration Flow",,
"06006010001",1175863,"CA","Wet Weather Peak",,
"06006010001",1175863,"CA","Total Flow",2.2,2.2
"06008001001",1175945,"CA","Municipal Flow",,
"06008001001",1175945,"CA","Industrial Flow",,
"06008001001",1175945,"CA","Infiltration Flow",,
"06008001001",1175945,"CA","Wet Weather Peak",,
"06008001001",1175945,"CA","Total Flow",46,46
"06008041002",1175996,"CA","Wet Weather Peak",,
"06008041002",1175996,"CA","Total Flow",8,16.3
"06009012001",1176043,"CA","Municipal Flow",0.023,0.023
"06009012001",1176043,"CA","Industrial Flow",,
"06009012001",1176043,"CA","Infiltration Flow",,
"06009012001",1176043,"CA","Wet Weather Peak",,
"06009012001",1176043,"CA","Total Flow",0.023,0.023
"06009031004",1176069,"CA","Municipal Flow",,
"06009031004",1176069,"CA","Industrial Flow",,
"06009031004",1176069,"CA","Infiltration Flow",,
"06009031004",1176069,"CA","Wet Weather Peak",,
"06009031004",1176069,"CA","Total Flow",18,20.2
"06001028001",1175196,"CA","Municipal Flow",,
"06001028001",1175196,"CA","Industrial Flow",,
"06001028001",1175196,"CA","Infiltration Flow",,
"06001028001",1175196,"CA","Wet Weather Peak",2.2,2.2
"06001028001",1175196,"CA","Total Flow",1,1
"06002123001",1175357,"CA","Municipal Flow",2.2,2.2
"06002123001",1175357,"CA","Industrial Flow",,
"06002123001",1175357,"CA","Infiltration Flow",,
"06002123001",1175357,"CA","Wet Weather Peak",,
"06002123001",1175357,"CA","Total Flow",2.2,2.2
"06004016001",1175503,"CA","Municipal Flow",1.2,1.2
"06004016001",1175503,"CA","Industrial Flow",,
"06004016001",1175503,"CA","Infiltration Flow",,
"06004016001",1175503,"CA","Wet Weather Peak",,
"06004016001",1175503,"CA","Total Flow",1.2,1.2
"06005038001",1175558,"CA","Municipal Flow",0.5,0.5
"06005038001",1175558,"CA","Industrial Flow",,
"06005038001",1175558,"CA","Infiltration Flow",,
"06005038001",1175558,"CA","Wet Weather Peak",,
"06005038001",1175558,"CA","Total Flow",0.5,0.5
"06005082004",1175601,"CA","Municipal Flow",0.03,0.03
"06005082004",1175601,"CA","Industrial Flow",,
"06005082004",1175601,"CA","Infiltration Flow",,
"06005082004",1175601,"CA","Wet Weather Peak",,
"06005082004",1175601,"CA","Total Flow",0.03,0.03
"06005082020",1175605,"CA","Municipal Flow",0.02,0.02
"06005082020",1175605,"CA","Industrial Flow",,
"06005082020",1175605,"CA","Infiltration Flow",,
"06005283001",3106372,"CA","Municipal Flow",0.35,0.35
"06005283001",3106372,"CA","Industrial Flow",,
"06005283001",3106372,"CA","Infiltration Flow",,
"06005283001",3106372,"CA","Wet Weather Peak",0.894,0.894
"06005283001",3106372,"CA","Total Flow",0.35,0.35
"06005082020",1175605,"CA","Wet Weather Peak",,
"06005082020",1175605,"CA","Total Flow",0.02,0.02
"06005186001",1175695,"CA","Municipal Flow",0.28,0.27
"06005186001",1175695,"CA","Industrial Flow",0.11,0.12
"06005186001",1175695,"CA","Infiltration Flow",,
"06005186001",1175695,"CA","Wet Weather Peak",,
"06005186001",1175695,"CA","Total Flow",0.39,0.39
"06005349001",1175784,"CA","Municipal Flow",0.3,0.3
"06005349001",1175784,"CA","Industrial Flow",,
"06005349001",1175784,"CA","Infiltration Flow",,
"06005349001",1175784,"CA","Wet Weather Peak",,
"06005349001",1175784,"CA","Total Flow",0.3,0.3
"06008041002",1175996,"CA","Municipal Flow",,
"06008041002",1175996,"CA","Industrial Flow",,
"06008041002",1175996,"CA","Infiltration Flow",,
"06005146001",1175666,"CA","Municipal Flow",9.87,9.87
"06005146001",1175666,"CA","Industrial Flow",,
"06005146001",1175666,"CA","Infiltration Flow",,
"06005146001",1175666,"CA","Wet Weather Peak",,13
"06005146001",1175666,"CA","Total Flow",9.87,9.87
"06007030001",1175937,"CA","Municipal Flow",1.2,1.2
"06007030001",1175937,"CA","Industrial Flow",,
"06007030001",1175937,"CA","Infiltration Flow",,
"06007030001",1175937,"CA","Wet Weather Peak",3,
"06007030001",1175937,"CA","Total Flow",1.2,1.2
"06008006006",1175954,"CA","Municipal Flow",,
"06008006006",1175954,"CA","Industrial Flow",,
"06008006006",1175954,"CA","Infiltration Flow",,
"06008006006",1175954,"CA","Wet Weather Peak",,
"06008006006",1175954,"CA","Total Flow",30,51.6
"06008020002",1175974,"CA","Municipal Flow",3,3
"06008020002",1175974,"CA","Industrial Flow",,
"06008020002",1175974,"CA","Infiltration Flow",,
"06008020002",1175974,"CA","Wet Weather Peak",4.5,4.5
"06008020002",1175974,"CA","Total Flow",3,3
"06003035001",1238813,"CA","Industrial Flow",,
"06003035001",1238813,"CA","Infiltration Flow",,
"06003035001",1238813,"CA","Wet Weather Peak",,
"06003035001",1238813,"CA","Total Flow",0.2,0.2
"06002108001",1175347,"CA","Municipal Flow",,
"06002108001",1175347,"CA","Industrial Flow",,
"06002108001",1175347,"CA","Infiltration Flow",,
"06002108001",1175347,"CA","Wet Weather Peak",8,8
"06002108001",1175347,"CA","Total Flow",2.92,2.92
"06004044001",1175519,"CA","Municipal Flow",2.55,2.55
"06004044001",1175519,"CA","Industrial Flow",,
"06004044001",1175519,"CA","Infiltration Flow",,
"06004044001",1175519,"CA","Wet Weather Peak",,
"06004044001",1175519,"CA","Total Flow",2.55,2.55
"06005043001",1175563,"CA","Municipal Flow",,
"06005043001",1175563,"CA","Industrial Flow",,
"06005043001",1175563,"CA","Infiltration Flow",,
"06005322001",1175769,"CA","Municipal Flow",0.45,0.6
"06005322001",1175769,"CA","Industrial Flow",,
"06005322001",1175769,"CA","Infiltration Flow",,
"06005322001",1175769,"CA","Wet Weather Peak",0.6,1
"06005322001",1175769,"CA","Total Flow",0.45,0.6
"06003017001",1238812,"CA","Municipal Flow",,
"06003017001",1238812,"CA","Industrial Flow",,
"06003017001",1238812,"CA","Infiltration Flow",,
"06003017001",1238812,"CA","Wet Weather Peak",12,12
"06003017001",1238812,"CA","Total Flow",3,3
"06004002001",1175457,"CA","Municipal Flow",,
"06004002001",1175457,"CA","Industrial Flow",,
"06004002001",1175457,"CA","Infiltration Flow",,
"06004002001",1175457,"CA","Wet Weather Peak",9,9
"06004002001",1175457,"CA","Total Flow",3,3
"06004017001",1175504,"CA","Municipal Flow",,
"06004017001",1175504,"CA","Industrial Flow",,
"06004017001",1175504,"CA","Infiltration Flow",,
"06004017001",1175504,"CA","Wet Weather Peak",,
"06004017001",1175504,"CA","Total Flow",1.8,2.4
"06005308001",1175759,"CA","Municipal Flow",0.2,0.2
"06005308001",1175759,"CA","Industrial Flow",,
"06005308001",1175759,"CA","Infiltration Flow",,
"06005308001",1175759,"CA","Wet Weather Peak",,
"06005308001",1175759,"CA","Total Flow",0.2,0.2
"06006012001",1175865,"CA","Municipal Flow",0.08,0.08
"06006012001",1175865,"CA","Industrial Flow",,
"06006012001",1175865,"CA","Infiltration Flow",,
"06006012001",1175865,"CA","Wet Weather Peak",,
"06006012001",1175865,"CA","Total Flow",0.08,0.08
"06007016001",1175924,"CA","Municipal Flow",0.2,0.2
"06007016001",1175924,"CA","Industrial Flow",,
"06007016001",1175924,"CA","Infiltration Flow",,
"06007016001",1175924,"CA","Wet Weather Peak",,
"06007016001",1175924,"CA","Total Flow",0.2,0.2
"06008024001",1175978,"CA","Municipal Flow",,
"06008024001",1175978,"CA","Industrial Flow",,
"06008024001",1175978,"CA","Infiltration Flow",,
"06008024001",1175978,"CA","Wet Weather Peak",,
"06008024001",1175978,"CA","Total Flow",10.4,11.5
"06006027001",1175883,"CA","Municipal Flow",0.2,0.2
"06006027001",1175883,"CA","Industrial Flow",0.01,0.01
"06006027001",1175883,"CA","Infiltration Flow",,
"06006027001",1175883,"CA","Wet Weather Peak",,
"06006027001",1175883,"CA","Total Flow",0.21,0.21
"06008019001",1175972,"CA","Municipal Flow",,
"06008019001",1175972,"CA","Industrial Flow",,
"06008019001",1175972,"CA","Infiltration Flow",,
"06008019001",1175972,"CA","Wet Weather Peak",,
"06008019001",1175972,"CA","Total Flow",8,8
"06008010006",3486596,"CA","Municipal Flow",,
"06008010006",3486596,"CA","Industrial Flow",,
"06008010006",3486596,"CA","Infiltration Flow",,
"06008010006",3486596,"CA","Wet Weather Peak",,
"06008010006",3486596,"CA","Total Flow",12,14
"06005080001",1238817,"CA","Municipal Flow",1,1
"06005080001",1238817,"CA","Industrial Flow",,
"06005080001",1238817,"CA","Infiltration Flow",,
"06005080001",1238817,"CA","Wet Weather Peak",,
"06005080001",1238817,"CA","Total Flow",1,1
"06007011001",1238829,"CA","Municipal Flow",0.81,0.81
"06007011001",1238829,"CA","Industrial Flow",,
"06007011001",1238829,"CA","Infiltration Flow",,
"06007011001",1238829,"CA","Wet Weather Peak",,
"06007011001",1238829,"CA","Total Flow",0.81,0.81
"06002058001",1175315,"CA","Municipal Flow",4,4
"06002058001",1175315,"CA","Industrial Flow",,
"06002058001",1175315,"CA","Infiltration Flow",,
"06002058001",1175315,"CA","Wet Weather Peak",15,
"06002058001",1175315,"CA","Total Flow",4,4
"06004032001",1175516,"CA","Municipal Flow",9,9
"06004032001",1175516,"CA","Industrial Flow",2,2
"06004032001",1175516,"CA","Infiltration Flow",,
"06004032001",1175516,"CA","Wet Weather Peak",18,18
"06004032001",1175516,"CA","Total Flow",11,11
"06005024001",1175545,"CA","Municipal Flow",1.4,1.4
"06005024001",1175545,"CA","Industrial Flow",,
"06005024001",1175545,"CA","Infiltration Flow",,
"06005024001",1175545,"CA","Wet Weather Peak",5.9,5.9
"06005024001",1175545,"CA","Total Flow",1.4,1.4
"06005257001",1175740,"CA","Municipal Flow",,
"06005257001",1175740,"CA","Industrial Flow",,
"06005257001",1175740,"CA","Infiltration Flow",,
"06005257001",1175740,"CA","Wet Weather Peak",,
"06005257001",1175740,"CA","Total Flow",5,5
"06008006002",1175951,"CA","Municipal Flow",,
"06008006002",1175951,"CA","Industrial Flow",,
"06002032004",442052,"CA","Municipal Flow",,
"06002032004",442052,"CA","Industrial Flow",,
"06002032004",442052,"CA","Infiltration Flow",,
"06002032004",442052,"CA","Wet Weather Peak",,
"06002032004",442052,"CA","Total Flow",2,2.3
"06001085001",1175236,"CA","Municipal Flow",0.156,0.156
"06001085001",1175236,"CA","Industrial Flow",,
"06001085001",1175236,"CA","Infiltration Flow",,
"06001085001",1175236,"CA","Wet Weather Peak",,
"06001085001",1175236,"CA","Total Flow",0.156,0.156
"06003030001",1175398,"CA","Municipal Flow",1,1
"06003030001",1175398,"CA","Industrial Flow",,
"06003030001",1175398,"CA","Infiltration Flow",,
"06003030001",1175398,"CA","Wet Weather Peak",,
"06003030001",1175398,"CA","Total Flow",1,1
"06004009002",1175478,"CA","Municipal Flow",,
"06004009002",1175478,"CA","Industrial Flow",,
"06001096001",1175243,"CA","Municipal Flow",0.092,0.092
"06001096001",1175243,"CA","Industrial Flow",,
"06001096001",1175243,"CA","Infiltration Flow",,
"06001096001",1175243,"CA","Wet Weather Peak",,
"06001096001",1175243,"CA","Total Flow",0.092,0.092
"06002042001",1175300,"CA","Municipal Flow",0.95,0.95
"06002042001",1175300,"CA","Industrial Flow",,
"06002042001",1175300,"CA","Infiltration Flow",,
"06002042001",1175300,"CA","Wet Weather Peak",,
"06002042001",1175300,"CA","Total Flow",0.95,0.95
"06005045001",1175565,"CA","Municipal Flow",0.52,0.82
"06005045001",1175565,"CA","Industrial Flow",,
"06005045001",1175565,"CA","Infiltration Flow",0.3,0.3
"06005045001",1175565,"CA","Wet Weather Peak",1.2,1.8
"06005045001",1175565,"CA","Total Flow",0.82,1.12
"06005054001",1175573,"CA","Municipal Flow",,
"06005054001",1175573,"CA","Industrial Flow",,
"06005054001",1175573,"CA","Infiltration Flow",,
"06005054001",1175573,"CA","Wet Weather Peak",,
"06005054001",1175573,"CA","Total Flow",3,4.5
"06004009002",1175478,"CA","Infiltration Flow",,
"06004009002",1175478,"CA","Wet Weather Peak",30,30
"06004009002",1175478,"CA","Total Flow",15,15
"06008006002",1175951,"CA","Infiltration Flow",,
"06008006002",1175951,"CA","Wet Weather Peak",,
"06008006002",1175951,"CA","Total Flow",22.5,38.7
"06005004001",1238814,"CA","Municipal Flow",10.4,10.4
"06005004001",1238814,"CA","Industrial Flow",,
"06005004001",1238814,"CA","Infiltration Flow",,
"06005004001",1238814,"CA","Wet Weather Peak",,
"06005004001",1238814,"CA","Total Flow",10.4,10.4
"06005360001",1238827,"CA","Municipal Flow",0.33,0.33
"06005360001",1238827,"CA","Industrial Flow",,
"06005360001",1238827,"CA","Infiltration Flow",,
"06005360001",1238827,"CA","Wet Weather Peak",,
"06005360001",1238827,"CA","Total Flow",0.33,0.33
"06009065001",2948926,"CA","Municipal Flow",0.025,0.025
"06009065001",2948926,"CA","Industrial Flow",,
"06009065001",2948926,"CA","Infiltration Flow",0.017,0.017
"06009065001",2948926,"CA","Wet Weather Peak",,
"06009065001",2948926,"CA","Total Flow",0.042,0.042
"06007013001",1175921,"CA","Municipal Flow",0.85,0.85
"06007013001",1175921,"CA","Industrial Flow",,
"06007013001",1175921,"CA","Infiltration Flow",,
"06007013001",1175921,"CA","Wet Weather Peak",,
"06007013001",1175921,"CA","Total Flow",0.85,0.85
"06001012001",1175182,"CA","Municipal Flow",0.162,0.162
"06001012001",1175182,"CA","Industrial Flow",,
"06001012001",1175182,"CA","Infiltration Flow",,
"06001012001",1175182,"CA","Wet Weather Peak",,
"06001012001",1175182,"CA","Total Flow",0.162,0.162
"06002024001",1175282,"CA","Municipal Flow",,
"06002024001",1175282,"CA","Industrial Flow",,
"06002024001",1175282,"CA","Infiltration Flow",,
"06002024001",1175282,"CA","Wet Weather Peak",8.5,8.5
"06002024001",1175282,"CA","Total Flow",3.2,3.2
"06003022001",1175389,"CA","Municipal Flow",,
"06003022001",1175389,"CA","Industrial Flow",,
"06003022001",1175389,"CA","Infiltration Flow",,
"06003022001",1175389,"CA","Wet Weather Peak",,
"06003022001",1175389,"CA","Total Flow",1,2
"06003042001",1175409,"CA","Municipal Flow",0.3,0.3
"06003042001",1175409,"CA","Industrial Flow",,
"06003042001",1175409,"CA","Infiltration Flow",,
"06003042001",1175409,"CA","Wet Weather Peak",,
"06003042001",1175409,"CA","Total Flow",0.3,0.3
"06004008010",1175469,"CA","Municipal Flow",0.5,0.5
"06004008010",1175469,"CA","Industrial Flow",,
"06004008010",1175469,"CA","Infiltration Flow",,
"06004008010",1175469,"CA","Wet Weather Peak",,
"06004008010",1175469,"CA","Total Flow",0.5,0.5
"06005023002",1175544,"CA","Municipal Flow",2,2
"06005023002",1175544,"CA","Industrial Flow",,
"06005023002",1175544,"CA","Infiltration Flow",,
"06005023002",1175544,"CA","Wet Weather Peak",4,4
"06005023002",1175544,"CA","Total Flow",2,2
"06005121001",1175652,"CA","Municipal Flow",0.48,0.48
"06005121001",1175652,"CA","Industrial Flow",,
"06005121001",1175652,"CA","Infiltration Flow",,
"06005121001",1175652,"CA","Wet Weather Peak",,
"06005121001",1175652,"CA","Total Flow",0.48,0.48
"06007770001",3522264,"CA","Municipal Flow",,
"06007770001",3522264,"CA","Industrial Flow",,
"06007770001",3522264,"CA","Infiltration Flow",,
"06007770001",3522264,"CA","Wet Weather Peak",,
"06007770001",3522264,"CA","Total Flow",1,1.6
"06002071001",1175331,"CA","Municipal Flow",7,7
"06002071001",1175331,"CA","Industrial Flow",,
"06002071001",1175331,"CA","Infiltration Flow",,
"06002071001",1175331,"CA","Wet Weather Peak",,30.7
"06002071001",1175331,"CA","Total Flow",7,7
"06003003001",1175374,"CA","Municipal Flow",0.006,0.006
"06003003001",1175374,"CA","Industrial Flow",,
"06003003001",1175374,"CA","Infiltration Flow",,
"06003003001",1175374,"CA","Wet Weather Peak",,
"06003003001",1175374,"CA","Total Flow",0.006,0.006
"06003058001",1175426,"CA","Municipal Flow",0.2,0.2
"06003058001",1175426,"CA","Industrial Flow",,
"06003058001",1175426,"CA","Infiltration Flow",,
"06003058001",1175426,"CA","Wet Weather Peak",,
"06003058001",1175426,"CA","Total Flow",0.2,0.2
"06003070001",1175438,"CA","Municipal Flow",0.763,1.3
"06003070001",1175438,"CA","Industrial Flow",,
"06003070001",1175438,"CA","Infiltration Flow",,
"06003070001",1175438,"CA","Wet Weather Peak",,
"06003070001",1175438,"CA","Total Flow",0.763,1.3
"06004011010",1175498,"CA","Municipal Flow",0.25,0.25
"06004011010",1175498,"CA","Industrial Flow",,
"06004011010",1175498,"CA","Infiltration Flow",,
"06004011010",1175498,"CA","Wet Weather Peak",,
"06004011010",1175498,"CA","Total Flow",0.25,0.25
"06005011001",1175532,"CA","Municipal Flow",12,12
"06005011001",1175532,"CA","Industrial Flow",,
"06005011001",1175532,"CA","Infiltration Flow",,
"06005011001",1175532,"CA","Wet Weather Peak",28,28
"06005011001",1175532,"CA","Total Flow",12,12
"06005025001",1175546,"CA","Municipal Flow",35,35
"06005025001",1175546,"CA","Industrial Flow",20,20
"06005025001",1175546,"CA","Infiltration Flow",,
"06005025001",1175546,"CA","Wet Weather Peak",,
"06005025001",1175546,"CA","Total Flow",55,55
"06005097001",1175617,"CA","Municipal Flow",0.25,0.25
"06005097001",1175617,"CA","Industrial Flow",,
"06005097001",1175617,"CA","Infiltration Flow",,
"06005097001",1175617,"CA","Wet Weather Peak",,
"06005097001",1175617,"CA","Total Flow",0.25,0.25
"06004029001",1175514,"CA","Municipal Flow",,
"06004029001",1175514,"CA","Industrial Flow",,
"06004029001",1175514,"CA","Infiltration Flow",,
"06004029001",1175514,"CA","Wet Weather Peak",,
"06004029001",1175514,"CA","Total Flow",7.25,7.25
"06005142001",1175663,"CA","Municipal Flow",0.8,0.8
"06005142001",1175663,"CA","Industrial Flow",,
"06005142001",1175663,"CA","Infiltration Flow",,
"06005142001",1175663,"CA","Wet Weather Peak",,
"06005142001",1175663,"CA","Total Flow",0.8,0.8
"06007014001",1175922,"CA","Municipal Flow",,
"06007014001",1175922,"CA","Industrial Flow",,
"06007014001",1175922,"CA","Infiltration Flow",,
"06007014001",1175922,"CA","Wet Weather Peak",,
"06007014001",1175922,"CA","Total Flow",2.4,2.4
"06007029001",1175936,"CA","Municipal Flow",,
"06007029001",1175936,"CA","Industrial Flow",,
"06007029001",1175936,"CA","Infiltration Flow",,
"06007029001",1175936,"CA","Wet Weather Peak",13.5,20
"06007029001",1175936,"CA","Total Flow",13.5,20
"06006028002",3349051,"CA","Municipal Flow",0.072,0.072
"06006028002",3349051,"CA","Industrial Flow",,
"06006028002",3349051,"CA","Infiltration Flow",,
"06006028002",3349051,"CA","Wet Weather Peak",0.044,0.044
"06006028002",3349051,"CA","Total Flow",0.072,0.072
"06005511004",3477631,"CA","Municipal Flow",0.083,0.083
"06005511004",3477631,"CA","Industrial Flow",,
"06005511004",3477631,"CA","Infiltration Flow",,
"06005511004",3477631,"CA","Wet Weather Peak",,
"06005511004",3477631,"CA","Total Flow",0.083,0.083
"06002060007",1175319,"CA","Municipal Flow",0.04,0.04
"06002060007",1175319,"CA","Industrial Flow",,
"06002060007",1175319,"CA","Infiltration Flow",,
"06002060007",1175319,"CA","Wet Weather Peak",0.16,0.16
"06002060007",1175319,"CA","Total Flow",0.04,0.04
"06005012001",1175534,"CA","Municipal Flow",1.2,1.2
"06005012001",1175534,"CA","Industrial Flow",,
"06005012001",1175534,"CA","Infiltration Flow",,
"06005012001",1175534,"CA","Wet Weather Peak",,
"06005012001",1175534,"CA","Total Flow",1.2,1.2
"06005042003",1175562,"CA","Municipal Flow",,
"06005042003",1175562,"CA","Industrial Flow",,
"06005042003",1175562,"CA","Infiltration Flow",,
"06005042003",1175562,"CA","Wet Weather Peak",,
"06005042003",1175562,"CA","Total Flow",7.2,7.2
"06005077001",1175595,"CA","Municipal Flow",,
"06005077001",1175595,"CA","Industrial Flow",,
"06005077001",1175595,"CA","Infiltration Flow",,
"06005077001",1175595,"CA","Wet Weather Peak",,
"06003035001",1238813,"CA","Municipal Flow",0.2,0.2
"06001064001",1175223,"CA","Municipal Flow",,
"06001064001",1175223,"CA","Industrial Flow",,
"06001064001",1175223,"CA","Infiltration Flow",,
"06001064001",1175223,"CA","Wet Weather Peak",,
"06001064001",1175223,"CA","Total Flow",0.12,0.12
"06003014001",1175382,"CA","Municipal Flow",2.36,2.36
"06003014001",1175382,"CA","Industrial Flow",,
"06003014001",1175382,"CA","Infiltration Flow",,
"06003014001",1175382,"CA","Wet Weather Peak",6.64,6.64
"06003014001",1175382,"CA","Total Flow",2.36,2.36
"06005082002",1175599,"CA","Municipal Flow",0.065,0.065
"06005082002",1175599,"CA","Industrial Flow",,
"06005082002",1175599,"CA","Infiltration Flow",,
"06005082002",1175599,"CA","Wet Weather Peak",,
"06005082002",1175599,"CA","Total Flow",0.065,0.065
"06005241001",1175728,"CA","Municipal Flow",0.5,0.5
"06005241001",1175728,"CA","Industrial Flow",,
"06005241001",1175728,"CA","Infiltration Flow",,
"06005241001",1175728,"CA","Wet Weather Peak",,
"06005241001",1175728,"CA","Total Flow",0.5,0.5
"06005249001",1175733,"CA","Municipal Flow",3.6,3.6
"06005249001",1175733,"CA","Industrial Flow",,
"06005249001",1175733,"CA","Infiltration Flow",,
"06005249001",1175733,"CA","Wet Weather Peak",13.1,13.1
"06005249001",1175733,"CA","Total Flow",3.6,3.6
"06009038001",1176076,"CA","Municipal Flow",7,7
"06009038001",1176076,"CA","Industrial Flow",,
"06009038001",1176076,"CA","Infiltration Flow",,
"06009038001",1176076,"CA","Wet Weather Peak",,
"06009038001",1176076,"CA","Total Flow",7,7
"06000000105",3607961,"CA","Municipal Flow",,
"06000000105",3607961,"CA","Industrial Flow",,
"06000000105",3607961,"CA","Infiltration Flow",,
"06000000105",3607961,"CA","Total Flow",40,40
"06000000105",3607961,"CA","Wet Weather Peak",,
"06000000089",3607790,"CA","Municipal Flow",,
"06000000089",3607790,"CA","Industrial Flow",,
"06000000089",3607790,"CA","Infiltration Flow",,
"06000000089",3607790,"CA","Total Flow",100,130
"06000000089",3607790,"CA","Wet Weather Peak",,
"06000000090",3607791,"CA","Municipal Flow",,
"06000000090",3607791,"CA","Industrial Flow",,
"06000000090",3607791,"CA","Infiltration Flow",,
"06000000090",3607791,"CA","Total Flow",7.5,7.5
"06000000090",3607791,"CA","Wet Weather Peak",,
"06000000098",3607877,"CA","Municipal Flow",,
"06000000098",3607877,"CA","Industrial Flow",,
"06000000098",3607877,"CA","Infiltration Flow",,
"06000000098",3607877,"CA","Total Flow",2.35,2.35
"06000000098",3607877,"CA","Wet Weather Peak",,
"06000000114",3608100,"CA","Municipal Flow",,
"06000000114",3608100,"CA","Industrial Flow",,
"06000000114",3608100,"CA","Infiltration Flow",,
"06000000114",3608100,"CA","Total Flow",100,100
"06000000153",3608861,"CA","Municipal Flow",,
"06000000153",3608861,"CA","Industrial Flow",,
"06000000153",3608861,"CA","Infiltration Flow",,
"06000000153",3608861,"CA","Total Flow",0,1.5
"06000000153",3608861,"CA","Wet Weather Peak",,
"06000000154",3608935,"CA","Municipal Flow",,
"06000000154",3608935,"CA","Industrial Flow",,
"06000000154",3608935,"CA","Infiltration Flow",,
"06000000154",3608935,"CA","Total Flow",0,4.4
"06000000154",3608935,"CA","Wet Weather Peak",,
"06000000165",3609119,"CA","Municipal Flow",,
"06000000165",3609119,"CA","Industrial Flow",,
"06000000165",3609119,"CA","Infiltration Flow",,
"06000000165",3609119,"CA","Total Flow",7.5,18
"06000000165",3609119,"CA","Wet Weather Peak",,
"06000000174",3609167,"CA","Municipal Flow",8,8
"06000000174",3609167,"CA","Industrial Flow",,
"06000000174",3609167,"CA","Infiltration Flow",,
"06000000174",3609167,"CA","Total Flow",8,8
"06000000174",3609167,"CA","Wet Weather Peak",,
"06000000068",3606909,"CA","Municipal Flow",,
"06000000068",3606909,"CA","Industrial Flow",,
"06000000068",3606909,"CA","Infiltration Flow",,
"06000000068",3606909,"CA","Total Flow",20,22.4
"06000000068",3606909,"CA","Wet Weather Peak",,
"06000000114",3608100,"CA","Wet Weather Peak",,
"06000000116",3608102,"CA","Municipal Flow",,
"06000000116",3608102,"CA","Industrial Flow",,
"06000000116",3608102,"CA","Infiltration Flow",,
"06000000116",3608102,"CA","Total Flow",158,158
"06000000116",3608102,"CA","Wet Weather Peak",,
"06000000115",3608101,"CA","Municipal Flow",,
"06000000115",3608101,"CA","Industrial Flow",,
"06000000115",3608101,"CA","Infiltration Flow",,
"06000000115",3608101,"CA","Total Flow",51,51
"06000000115",3608101,"CA","Wet Weather Peak",,
"06005253001",1175738,"CA","Municipal Flow",0.65,0.65
"06005253001",1175738,"CA","Industrial Flow",,
"06005253001",1175738,"CA","Infiltration Flow",,
"06005253001",1175738,"CA","Wet Weather Peak",2.3,2.3
"06005253001",1175738,"CA","Total Flow",0.65,0.65
"06006041001",1175894,"CA","Municipal Flow",,
"06006041001",1175894,"CA","Industrial Flow",,
"06006041001",1175894,"CA","Infiltration Flow",,
"06006041001",1175894,"CA","Wet Weather Peak",,
"06006041001",1175894,"CA","Total Flow",1.27,1.27
"06007023001",1175931,"CA","Municipal Flow",0.1,0.1
"06007023001",1175931,"CA","Industrial Flow",,
"06007023001",1175931,"CA","Infiltration Flow",,
"06007023001",1175931,"CA","Wet Weather Peak",,
"06007023001",1175931,"CA","Total Flow",0.1,0.1
"06008007001",1175956,"CA","Municipal Flow",4.89,5
"06008007001",1175956,"CA","Industrial Flow",,
"06008007001",1175956,"CA","Infiltration Flow",,
"06008007001",1175956,"CA","Wet Weather Peak",7,10
"06008007001",1175956,"CA","Total Flow",4.89,5
"06008052001",1176004,"CA","Municipal Flow",,
"06008052001",1176004,"CA","Industrial Flow",,
"06008052001",1176004,"CA","Infiltration Flow",,
"06008052001",1176004,"CA","Wet Weather Peak",,
"06008052001",1176004,"CA","Total Flow",11.7,11.7
"06001036001",1175202,"CA","Municipal Flow",,
"06001036001",1175202,"CA","Industrial Flow",,
"06001036001",1175202,"CA","Infiltration Flow",,
"06001036001",1175202,"CA","Wet Weather Peak",7.2,7.2
"06001036001",1175202,"CA","Total Flow",2.25,2.25
"06005001001",1175523,"CA","Municipal Flow",,
"06005001001",1175523,"CA","Industrial Flow",,
"06005001001",1175523,"CA","Infiltration Flow",,
