"CWNS_ID","FACILITY_ID","STATE_CODE","DISCHARGE_TYPE","PRESENT_DISCHARGE_PERCENTAGE","PROJECTED_DISCHARGE_PERCENTAGE","DISCHARGES_TO_CWNSID"
"06008016001",1175967,"CA","Discharge To Another Facility",100,100,"06008016003"
"06001045001",1175209,"CA","Reuse: Landscape-related irrigation",50,50,""
"06005068001",1175588,"CA","Reuse: Landscape-related irrigation",0,20,""
"06005240001",1175727,"CA","Reuse: Irrigation",0,100,""
"06005204001",1175707,"CA","Outfall To Surface Waters",80,80,""
"06000000295",3612367,"CA","Outfall To Surface Waters",100,100,""
"06003036001",1175401,"CA","Reuse: Irrigation",20,20,""
"06000000296",3612541,"CA","Evaporation",100,100,""
"06012001081",3088272,"CA","Ocean Discharge",100,100,""
"06002074001",1175336,"CA","Reuse: Agricultural-related and livestock watering",2,2,""
"06000000306",3612787,"CA","Discharge To Another Facility",100,100,"06005088002"
"06000000309",3612938,"CA","Evaporation",100,100,""
"06003061001",1175428,"CA","Reuse: Landscape-related irrigation",10,10,""
"06000000124",3608283,"CA","Reuse: Landscape-related irrigation",75,72,""
"06003017001",1238812,"CA","Reuse: Landscape-related irrigation",40,40,""
"06005205001",1175708,"CA","Outfall To Surface Waters",65,65,""
"06000000153",3608861,"CA","Evaporation",0,100,""
"06000000170",3609134,"CA","Discharge To Another Facility",100,100,"06000000171"
"06005184001",1175693,"CA","Reuse: Landscape-related irrigation",35,35,""
"06005654001",1175840,"CA","Evaporation",100,100,""
"06000000065",3606861,"CA","Outfall To Surface Waters",50,50,""
"06000000124",3608283,"CA","Outfall To Surface Waters",0,0,""
"06005081001",1175598,"CA","Outfall To Surface Waters",60,60,""
"06005082001",1238818,"CA","Reuse: Landscape-related irrigation",100,100,""
"06000000091",3607829,"CA","Outfall To Surface Waters",80,80,""
"06009014002",1176046,"CA","Reuse: Landscape-related irrigation",100,100,""
"06003053001",1175421,"CA","Ocean Discharge",100,100,""
"06000000081",3607551,"CA","Reuse: Landscape-related irrigation",90,90,""
"06000000115",3608101,"CA","Ocean Discharge",100,100,""
"06000000167",3609122,"CA","Discharge To Another Facility",100,100,"06000000103"
"06004006001",1175461,"CA","Reuse: Landscape-related irrigation",5,5,""
"06003021001",1175388,"CA","Reuse: Industrial",16,16,""
"06002001001",1175262,"CA","Discharge To Another Facility",100,100,"06000000068"
"06000000083",3607553,"CA","Outfall To Surface Waters",100,75,""
"06000000081",3607551,"CA","Outfall To Surface Waters",10,10,""
"06009046001",1176084,"CA","Discharge To Another Facility",10,10,"06009031002"
"06002108001",1175347,"CA","Reuse: Landscape-related irrigation",42,42,""
"06000000133",3608440,"CA","Discharge To Another Facility",75,75,"06005098001"
"06000000294",3612365,"CA","Evaporation",100,100,""
"06005079001",1175597,"CA","Reuse: Landscape-related irrigation",20,20,""
"06003036001",1175401,"CA","Reuse: Irrigation",80,80,""
"06001045003",1175211,"CA","Reuse: Landscape-related irrigation",30,30,""
"06004044001",1175519,"CA","Outfall To Surface Waters",80,80,""
"06000000305",3612766,"CA","Reuse: Environmental restoration and groundwater discharge",20,20,""
"06005077001",1175595,"CA","Reuse: Industrial",10,10,""
"06005077001",1175595,"CA","Outfall To Surface Waters",10,10,""
"06008100001",1176031,"CA","Ocean Discharge",33,33,""
"06000000075",3607083,"CA","Discharge To Another Facility",100,100,"06009019001"
"06000000131",3608421,"CA","Discharge To Another Facility",57,57,"06002043001"
"06000000149",3608850,"CA","Discharge To Another Facility",100,100,"06004009005"
"06000000126",3608299,"CA","Discharge To Another Facility",100,100,"06004009001"
"06003060001",1175427,"CA","Reuse: Environmental restoration and groundwater discharge",40,40,""
"06001048001",1175214,"CA","Reuse: Environmental restoration and groundwater discharge",100,100,""
"06000000121",3608175,"CA","Discharge To Another Facility",12,12,"06008034001"
"06002118001",1175353,"CA","Reuse: Landscape-related irrigation",78,100,""
"06000000068",3606909,"CA","Ocean Discharge",100,100,""
"06009074002",3334975,"CA","Reuse: Landscape-related irrigation",33,33,""
"06000000091",3607829,"CA","Reuse: Environmental restoration and groundwater discharge",20,20,""
"06000000096",3607867,"CA","Discharge To Another Facility",100,100,"06004009001"
"06000000105",3607961,"CA","Outfall To Surface Waters",100,100,""
"06000000131",3608421,"CA","Discharge To Another Facility",43,43,"06002011001"
"06005004001",1238814,"CA","Reuse: Landscape-related irrigation",0,40,""
"06003037001",1175402,"CA","Reuse: Landscape-related irrigation",10,10,""
"06000000195",3609479,"CA","Reuse: Environmental restoration and groundwater discharge",0,100,""
"06005041001",1175561,"CA","Reuse: Landscape-related irrigation",10,10,""
"06012004008",412595,"CA","Outfall To Surface Waters",100,100,""
"06007030001",1175937,"CA","Evaporation",50,50,""
"06009058001",1176089,"CA","Reuse: Environmental restoration and groundwater discharge",100,100,""
"06003003001",1175374,"CA","Reuse: Environmental restoration and groundwater discharge",100,100,""
"06000000176",3609213,"CA","Discharge To Another Facility",100,100,"06004009002"
"06008029001",1175985,"CA","Reuse: Environmental restoration and groundwater discharge",0,100,""
"06001012001",1175182,"CA","Evaporation",100,100,""
"06005511003",3477617,"CA","Evaporation",100,100,""
"06001038001",1175204,"CA","Outfall To Surface Waters",100,100,""
"06002034001",1175291,"CA","Discharge To Another Facility",100,100,"06002034002"
"06003026001",1175393,"CA","Discharge To Another Facility",100,100,"06003044001"
"06005161001",1175679,"CA","Outfall To Surface Waters",100,100,""
"06000000102",3607908,"CA","Reuse: Potable",0,100,""
"06009031002",1176067,"CA","Discharge To Another Facility",0,75,"06000000102"
"06002036001",1175294,"CA","Reuse: Landscape-related irrigation",5,5,""
"06006009001",1175862,"CA","Reuse: Landscape-related irrigation",60,60,""
"06000000114",3608100,"CA","Ocean Discharge",100,100,""
"06002036001",1175294,"CA","Discharge To Another Facility",0,0,"06000000116"
"06004027001",1175513,"CA","Discharge To Another Facility",35,35,"06000000117"
"06000000125",3608290,"CA","Discharge To Another Facility",100,100,"06000000124"
"06009015003",1176047,"CA","Reuse: Landscape-related irrigation",100,100,""
"06008100001",1176031,"CA","Reuse: Landscape-related irrigation",67,67,""
"06009040001",1176078,"CA","Ocean Discharge",30,30,""
"06005001001",1175523,"CA","Evaporation",50,50,""
"06001099001",1175246,"CA","Reuse: Landscape-related irrigation",100,100,""
"06000000203",3609627,"CA","Discharge To Another Facility",79,79,"06008033001"
"06000000203",3609627,"CA","Discharge To Another Facility",21,21,"06009076001"
"06000000171",3609136,"CA","Outfall To Surface Waters",100,100,""
"06005272001",1175747,"CA","Reuse: Landscape-related irrigation",100,100,""
"06000000168",3609128,"CA","Discharge To Another Facility",100,100,"06004009004"
"06005107001",1175639,"CA","Discharge To Another Facility",60,60,"06005077001"
"06005042003",1175562,"CA","Evaporation",70,70,""
"06005042003",1175562,"CA","Reuse: Agricultural-related and livestock watering",30,30,""
"06005058001",1175577,"CA","Evaporation",100,100,""
"06005315002",1175764,"CA","Evaporation",100,100,""
"06005162001",1175680,"CA","Reuse: Agricultural-related and livestock watering",25,25,""
"06005367001",1175794,"CA","Evaporation",50,50,""
"06005262001",1175743,"CA","Overland Flow, No Discharge",30,30,""
"06005649001",1175839,"CA","Discharge To Another Facility",30,30,"06005227002"
"06000000073",3607081,"CA","Reuse: Landscape-related irrigation",20,20,""
"06008022001",1175976,"CA","Discharge To Another Facility",91,91,"06000000089"
"06005010001",1175530,"CA","Reuse: Landscape-related irrigation",100,100,""
"06009077001",1176096,"CA","Discharge To Another Facility",25,25,"06009075001"
"06009075001",1176094,"CA","Reuse: Landscape-related irrigation",80,80,""
"06005266001",1175745,"CA","Outfall To Surface Waters",100,100,""
"06005347001",1175782,"CA","Outfall To Surface Waters",60,60,""
"06005347001",1175782,"CA","Reuse: Irrigation",40,40,""
"06005681001",1175845,"CA","Outfall To Surface Waters",100,100,""
"06002125002",3509618,"CA","Discharge To Another Facility",100,100,"06002125001"
"06003094001",406088,"CA","Discharge To Another Facility",100,100,"06003081001"
"06005019004",395847,"CA","Evaporation",100,100,""
"06001015001",1175184,"CA","Outfall To Surface Waters",100,100,""
"06001041001",1175206,"CA","Ocean Discharge",100,100,""
"06002012001",1175273,"CA","Outfall To Surface Waters",95,95,""
"06002012001",1175273,"CA","Reuse: Irrigation",5,5,""
"06002025001",1175283,"CA","Outfall To Surface Waters",90,90,""
"06002025001",1175283,"CA","Reuse: Irrigation",10,10,""
"06002049001",1175309,"CA","Discharge To Another Facility",100,100,"06002058001"
"06002063002",1175323,"CA","Ocean Discharge",100,100,""
"06003009001",1175378,"CA","Evaporation",100,100,""
"06003068001",1175436,"CA","Outfall To Surface Waters",100,100,""
"06004010005",1175495,"CA","Discharge To Another Facility",75,75,"06004010001"
"06005022001",1175543,"CA","Reuse: Irrigation",100,100,""
"06005100001",1175620,"CA","Discharge To Another Facility",100,100,"06005121001"
"06005243001",1175729,"CA","Outfall To Surface Waters",100,100,""
"06005299001",1175755,"CA","Evaporation",100,100,""
"06001017002",480835,"CA","Discharge To Another Facility",100,100,"06001017001"
"06004002001",1175457,"CA","Outfall To Surface Waters",100,100,""
"06004017001",1175504,"CA","Reuse: Irrigation",100,100,""
"06005030001",1175552,"CA","Discharge To Another Facility",100,100,"06005197001"
"06005308001",1175759,"CA","Reuse: Environmental restoration and groundwater discharge",100,100,""
"06006012001",1175865,"CA","Evaporation",100,100,""
"06007016001",1175924,"CA","Evaporation",100,100,""
"06009043001",1176082,"CA","Discharge To Another Facility",100,100,"06009011001"
"06001070001",1175229,"CA","Ocean Discharge",100,100,""
"06002026001",1175284,"CA","Discharge To Another Facility",100,100,"06002025001"
"06004003001",1175458,"CA","Outfall To Surface Waters",95,95,""
"06004009009",1175485,"CA","Outfall To Surface Waters",50,50,""
"06004009009",1175485,"CA","Reuse: Industrial",10,10,""
"06004009009",1175485,"CA","Evaporation",30,30,""
"06004009009",1175485,"CA","Reuse: Irrigation",10,10,""
"06005044001",1175564,"CA","Discharge To Another Facility",100,100,"06005077001"
"06005088002",1175609,"CA","Outfall To Surface Waters",90,90,""
"06005106001",1175638,"CA","Overland Flow With Discharge",50,50,""
"06005288001",1175751,"CA","Discharge To Another Facility",100,100,"06005010001"
"06005351001",1175785,"CA","Evaporation",100,100,""
"06006005001",1175858,"CA","Evaporation",70,70,""
"06006005001",1175858,"CA","Reuse: Irrigation",30,30,""
"06007005001",1175911,"CA","Outfall To Surface Waters",100,100,""
"06007032001",1175939,"CA","Reuse: Environmental restoration and groundwater discharge",80,80,""
"06007032001",1175939,"CA","Evaporation",20,20,""
"06008014001",1175964,"CA","Discharge To Another Facility",100,100,"06008023011"
"06008080001",1176025,"CA","Evaporation",100,100,""
"06005080001",1238817,"CA","Reuse: Environmental restoration and groundwater discharge",60,60,""
"06007011001",1238829,"CA","Outfall To Surface Waters",100,100,""
"06005511004",3477631,"CA","Reuse: Landscape-related irrigation",100,100,""
"06002011001",1175272,"CA","Ocean Discharge",100,100,""
"06002064001",1175324,"CA","Outfall To Surface Waters",100,100,""
"06002127001",1175359,"CA","Outfall To Surface Waters",60,60,""
"06002127001",1175359,"CA","Reuse: Irrigation",20,20,""
"06002127001",1175359,"CA","Evaporation",20,20,""
"06003040001",1175407,"CA","Reuse: Environmental restoration and groundwater discharge",100,100,""
"06004007001",1175462,"CA","Outfall To Surface Waters",100,100,""
"06005046001",1175566,"CA","Outfall To Surface Waters",100,100,""
"06005774001",1175850,"CA","Discharge To Another Facility",100,100,"06005025001"
"06007018001",1175927,"CA","Outfall To Surface Waters",100,100,""
"06008027001",1175982,"CA","Reuse: Landscape-related irrigation",100,100,""
"06008085001",1176028,"CA","Outfall To Surface Waters",40,40,""
"06008085001",1176028,"CA","Reuse: Irrigation",60,60,""
"06001056001",3477690,"CA","Evaporation",100,100,""
"06002009001",1175270,"CA","Discharge To Another Facility",100,100,"06002063001"
"06002071001",1175331,"CA","Outfall To Surface Waters",76,76,""
"06002071001",1175331,"CA","Reuse: Landscape-related irrigation",24,24,""
"06003058001",1175426,"CA","Ocean Discharge",100,100,""
"06003070001",1175438,"CA","Evaporation",100,100,""
"06004011010",1175498,"CA","Reuse: Environmental restoration and groundwater discharge",85,85,""
"06004011010",1175498,"CA","Reuse: Irrigation",15,15,""
"06005011001",1175532,"CA","Outfall To Surface Waters",90,90,""
"06005025001",1175546,"CA","Outfall To Surface Waters",100,100,""
"06005025003",1175547,"CA","Discharge To Another Facility",100,100,"06005025001"
"06005097001",1175617,"CA","Evaporation",100,100,""
"06005155001",1175673,"CA","Discharge To Another Facility",100,100,"06005010001"
"06007003001",1175910,"CA","Reuse: Potable",75,75,""
"06005082021",3489196,"CA","Outfall To Surface Waters",10,10,""
"06004044001",1175519,"CA","Discharge To Another Facility",20,20,"06000000311"
"06000000313",3613126,"CA","Reuse: Landscape-related irrigation",0,30,""
"06008010003",1175961,"CA","Discharge To Another Facility",16,16,"06008010004"
"06000000304",3612733,"CA","Reuse: Environmental restoration and groundwater discharge",80,80,""
"06000000080",3607474,"CA","Discharge To Another Facility",100,100,"06002041001"
"06004009007",1175483,"CA","Reuse: Landscape-related irrigation",20,20,""
"06002156001",1175366,"CA","Discharge To Another Facility",50,50,"06000000088"
"06000000100",3607879,"CA","Discharge To Another Facility",50,50,"06000000098"
"06006009001",1175862,"CA","Reuse: Industrial",10,10,""
"06001045001",1175209,"CA","Reuse: Agricultural-related and livestock watering",25,25,""
"06005077001",1175595,"CA","Reuse: Landscape-related irrigation",80,80,""
"06000000122",3608176,"CA","Reuse: Landscape-related irrigation",100,100,""
"06004032001",1175516,"CA","Reuse: Landscape-related irrigation",35,35,""
"06000000154",3608935,"CA","Evaporation",0,100,""
"06008010006",3486596,"CA","Outfall To Surface Waters",60,60,""
"06008010006",3486596,"CA","Reuse: Irrigation",40,40,""
"06002037001",1175295,"CA","Discharge To Another Facility",100,100,"06002040001"
"06002104001",1175345,"CA","Discharge To Another Facility",100,100,"06002043001"
"06002108001",1175347,"CA","Outfall To Surface Waters",58,58,""
"06005043001",1175563,"CA","Reuse: Agricultural-related and livestock watering",70,70,""
"06005066001",1175587,"CA","Outfall To Surface Waters",100,100,""
"06005123001",1175654,"CA","Evaporation",100,100,""
"06005236001",1175723,"CA","Evaporation",100,100,""
"06005669001",1175844,"CA","Discharge To Another Facility",100,100,"06006008001"
"06008026001",1175981,"CA","Discharge To Another Facility",100,100,"06008001001"
"06009018001",1176049,"CA","Discharge To Another Facility",100,100,"06009028001"
"06009046001",1176084,"CA","Discharge To Another Facility",90,90,"06009031001"
"06000000133",3608440,"CA","Discharge To Another Facility",25,25,"06005098002"
"06003027001",1175394,"CA","Reuse: Landscape-related irrigation",20,20,""
"06000000090",3607791,"CA","Reuse: Landscape-related irrigation",100,100,""
"06000000157",3608995,"CA","Discharge To Another Facility",100,100,"06003060001"
"06003060001",1175427,"CA","Outfall To Surface Waters",20,20,""
"06000000174",3609167,"CA","Reuse: Landscape-related irrigation",100,100,""
"06008052001",1176004,"CA","Reuse: Landscape-related irrigation",3,3,""
"06000000302",3612659,"CA","Outfall To Surface Waters",100,100,""
"06008077001",1176023,"CA","Discharge To Another Facility",50,50,"06000000203"
"06000000078",3607384,"CA","Discharge To Another Facility",100,100,"06004009001"
"06005157001",1175675,"CA","Deep well disposal (UIC Class I)",20,20,""
"06000000089",3607790,"CA","Reuse: Environmental restoration and groundwater discharge",100,100,""
"06000000145",3608834,"CA","Discharge To Another Facility",100,100,"06004009003"
"06003115001",1175455,"CA","Evaporation",100,100,""
"06002053001",1175311,"CA","Reuse: Landscape-related irrigation",10,10,""
"06009074002",3334975,"CA","Ocean Discharge",67,67,""
"06009038001",1176076,"CA","Ocean Discharge",75,75,""
"06000000117",3608103,"CA","Reuse: Agricultural-related and livestock watering",30,30,""
"06009011001",1176042,"CA","Discharge To Another Facility",10,10,"06009014002"
"06000000181",3609275,"CA","Outfall To Surface Waters",100,100,""
"06000000183",3609283,"CA","Discharge To Another Facility",100,100,"06004009005"
"06000000184",3609284,"CA","Discharge To Another Facility",100,100,"06004009005"
"06002057001",1175314,"CA","Reuse: Industrial",15,15,""
"06005088002",1175609,"CA","Reuse: Landscape-related irrigation",10,10,""
"06005106001",1175638,"CA","Reuse: Agricultural-related and livestock watering",50,50,""
"06005261001",1175742,"CA","Reuse: Agricultural-related and livestock watering",10,10,""
"06028078001",3514416,"CA","Ocean Discharge",50,50,""
"06005074001",1175592,"CA","Reuse: Agricultural-related and livestock watering",100,100,""
"06000000215",3610516,"CA","Reuse: Landscape-related irrigation",100,100,""
"06005234001",1238821,"CA","Outfall To Surface Waters",85,85,""
"06000000065",3606861,"CA","Reuse: Agricultural-related and livestock watering",50,50,""
"06004009014",3482611,"CA","Overland Flow, No Discharge",100,100,""
"06000000098",3607877,"CA","Outfall To Surface Waters",100,100,""
"06005011001",1175532,"CA","Evaporation",10,10,""
"06005257001",1175740,"CA","Evaporation",36,36,""
"06005335001",1175774,"CA","Evaporation",70,70,""
"06005080001",1238817,"CA","Evaporation",40,40,""
"06000000304",3612733,"CA","Evaporation",20,20,""
"06000000308",3612879,"CA","Reuse: Other Centralized Non-Potable",100,100,""
"06000000305",3612766,"CA","Outfall To Surface Waters",80,80,""
"06002109001",1175348,"CA","Discharge To Another Facility",100,100,"06000000069"
"06004009002",1175478,"CA","Discharge To Another Facility",5,5,"06004040001"
"06000000313",3613126,"CA","Reuse: Environmental restoration and groundwater discharge",0,70,""
"06009006001",1176037,"CA","Ocean Discharge",80,80,""
"06000000117",3608103,"CA","Reuse: Landscape-related irrigation",60,60,""
"06000000117",3608103,"CA","Reuse: Environmental restoration and groundwater discharge",10,10,""
"06008034001",1175989,"CA","Reuse: Industrial",33,33,""
"06008041002",1175996,"CA","Reuse: Landscape-related irrigation",10,30,""
"06000000161",3609019,"CA","Discharge To Another Facility",100,100,"06004009001"
"06003044001",1175412,"CA","Reuse: Landscape-related irrigation",63,63,""
"06005257001",1175740,"CA","Outfall To Surface Waters",64,64,""
"06005023002",1175544,"CA","Reuse: Landscape-related irrigation",10,10,""
"06005041001",1175561,"CA","Reuse: Agricultural-related and livestock watering",10,10,""
"06006012501",3533076,"CA","Discharge To Another Facility",100,100,"06006009001"
"06001054001",1175220,"CA","Reuse: Irrigation",100,100,""
"06002016001",1175275,"CA","Discharge To Another Facility",100,100,"06002125001"
