CWNS_ID,FACILITY_NAME,PERMIT_NUMBER,STATE_CODE,population_cwns,population_cwns_2042,epaid,population_covid,permit_number,Status,population_sso,source,Population Served,pop_std,population_growth_rate
6004020001,New Piru WWTF,R4-2009-0027-A02,CA,2143.0,2143.0,,,,,,CWNS,2143.0,0.0,0.0
6004022002,NYELAND ACRES WWTF,CA0104451,CA,1002.0,1002.0,,,,,,CWNS,1002.0,0.0,0.0
6004026001,Tapia Water Reclamation Facility,CA0056014,CA,74314.0,74314.0,,,,,,CWNS,74314.0,0.0,0.0
6004027001,Oxnard WWTP,CA0054097,CA,212912.0,379825.0,CA0054097,250000.0,,,,CWNS+COVID,280912.3333333333,87645.12,2.94
6004029001,CAMARILLO Water Reclamation Plant,CA0053597,CA,62737.0,74667.0,,,,,,CWNS,68702.0,8435.78,0.87
6004032001,Burbank WRP,CA0055531,CA,99473.0,99473.0,,,,,,CWNS,99473.0,0.0,0.0
6004044001,Santa Paula WRF,R4-97-041; CA0054224,CA,27148.0,27148.0,,,,,,CWNS,27148.0,0.0,0.0
6005000002,Sacramento Area Sewer District (Collection),CA0077682,CA,1080000.0,1350000.0,CA0077682,1480000.0,,,,CWNS+COVID,1303333.3333333333,204042.48,1.12
6005001001,OAKDALE WWTF,R5-2012-0063,CA,21316.0,26370.0,,,,,,CWNS,23843.0,3573.72,1.07
6005004001,WOODLAND WWTF,CA0077950,CA,53100.0,63000.0,CA0077950,59000.0,,,,CWNS+COVID,58366.666666666664,4980.29,0.86
6005008001,HANFORD WWTF,Order No. 91-164,CA,42865.0,42865.0,,,,,,CWNS,42865.0,0.0,0.0
6005010001,Bakersfield WWTP #2,CAL000407,CA,149313.0,149313.0,,,,,,CWNS,149313.0,0.0,0.0
6005010002,Bakersfield WWTP #3,CAL000476,CA,134311.0,134311.0,,,,,,CWNS,134311.0,0.0,0.0
6005011001,Chico WPCP,CA0079081,CA,82778.0,82778.0,CA0079081,101299.0,,,,CWNS+COVID,88951.66666666667,10693.1,0.0
6005012001,KERMAN WWTF,CAL010541; R5-2007-0115,CA,12150.0,16362.0,,,,,,CWNS,14256.0,2978.33,1.5
6005014001,COULTERVILLE WWTF,N0.Â·5-00-193,CA,104.0,105.0,,,,,,CWNS,104.5,0.71,0.05
6005018001,PORTOLA WWTF,CA0077844,CA,1890.0,1890.0,,,,,,CWNS,1890.0,0.0,0.0
6005019002,Lathrop Consolidated Treatment Facility,R5-2016-0028-01,CA,27753.0,56192.0,,,,,,CWNS,41972.5,20109.41,3.59
6005019004,Crossroads Wastewater Treatment Plant,NO. 5-01-251,CA,27000.0,33300.0,,,,,,CWNS,30150.0,4454.77,1.05
6005022001,ORANGE COVE WWTF,R5-2004-0008,CA,7830.0,7830.0,,,,,,CWNS,7830.0,0.0,0.0
6005023002,Anderson WWTF,CA0077704,CA,10247.0,13050.0,,,,,,CWNS,11648.5,1982.02,1.22
6005024001,Live Oak WWTP,R5-04-097; CA0079022,CA,8357.0,8240.0,,,,,,CWNS,8298.5,82.73,-0.07
6005025001,Stockton Regional WWCF,CA0079138,CA,335503.0,416699.0,CA0079138,320000.0,,,,CWNS+COVID,357400.6666666667,51935.59,1.09
6005026001,LOS BANOS WWTF,R5-2021-0026,CA,42700.0,64200.0,,,,,,CWNS,53450.0,15202.8,2.06
6005031001,OLIVEHURST WWTF,CA0077836,CA,9000.0,12600.0,,,,,,CWNS,10800.0,2545.58,1.7
6005032001,Woodlake WWTF,CAL010550,CA,6819.0,7083.0,,,,,,CWNS,6951.0,186.68,0.19
6005033001,Williams WWTF,CA0077933,CA,4590.0,5330.0,,,,,,CWNS,4960.0,523.26,0.75
6005035001,WILLOWS WWTF,CA0078034,CA,5490.0,5679.0,,,,,,CWNS,5584.5,133.64,0.17
6005040001,AUBURN WWTF,CA0077712,CA,12420.0,13500.0,,,,,,CWNS,12960.0,763.68,0.42
6005041001,Colusa WWTP,R5-02-020; CA0078999,CA,5760.0,7200.0,,,,,,CWNS,6480.0,1018.23,1.12
6005042003,Delano WWTF,R5-2017-0052,CA,46956.0,46956.0,,,,,,CWNS,46956.0,0.0,0.0
6005043001,Chowchilla WWTP,WDR 90-271; 2006-0003-DWQ,CA,16599.0,16599.0,,,,,,CWNS,16599.0,0.0,0.0
6005045001,DONNER SUMMIT WWTF,CA0081621,CA,1462.0,1462.0,,,,,,CWNS,1462.0,0.0,0.0
6005046001,DOS PALOS STP,92-094,CA,5040.0,6660.0,,,,,,CWNS,5850.0,1145.51,1.4
6005051001,FRANKLIN WWTF,89-171,CA,5001.0,5001.0,,,,,,CWNS,5001.0,0.0,0.0
6005053001,Fresno-Clovis Regional WRF,R5-2018-0080,CA,895616.0,895616.0,,,,,,CWNS,895616.0,0.0,0.0
6005054001,GALT WWTF,CA0081434,CA,24254.0,27609.0,,,,,,CWNS,25931.5,2372.34,0.65
6005055001,GRAYSON WWTF,93-088; 2006-0003-DWQ,CA,857.0,857.0,,,,,,CWNS,857.0,0.0,0.0
6005056001,HURON WWTF,R5-2014-0163,CA,6007.0,6007.0,,,,,,CWNS,6007.0,0.0,0.0
6005057001,ISLETON WWTF,NO. R5-2012-0006; NO. 90-186,CA,756.0,736.0,,,,,,CWNS,746.0,14.14,-0.13
6005058001,IVANHOE WWTF,98-090,CA,3780.0,3727.0,,,,,,CWNS,3753.5,37.48,-0.07
6005060004,LAKE CO NW REG WWTP,97-249,CA,6895.0,7738.0,,,,,,CWNS,7316.5,596.09,0.58
6005061001,Brentwood WWTP,2006-0003-DWQ; CA0082660,CA,46800.0,46800.0,,,,,,CWNS,46800.0,0.0,0.0
6005062001,Lodi WPCF,CA0079243,CA,54296.0,54296.0,CA0079243,67021.0,,,,CWNS+COVID,58537.666666666664,7346.78,0.0
6005063001,Maxwell WWTP,R5-2009-0109; CA0079987,CA,1130.0,1047.0,,,,,,CWNS,1088.5,58.69,-0.38
6005064001,Merced WWTP,2006-0003-DWQ; CA0079219,CA,83700.0,83700.0,,,,,,CWNS,83700.0,0.0,0.0
6005066001,Planada WWTF,CA0078950; 2006-0003-DWQ,CA,4126.0,4126.0,,,,,,CWNS,4126.0,0.0,0.0
6005068001,RIVERBANK WWTF,94-100,CA,22773.0,27080.0,,,,,,CWNS,24926.5,3045.51,0.87
6005071001,Selma-Kingsburg-Fowler CSD WWTF,5-01-255,CA,40026.0,47217.0,,,,,,CWNS,43621.5,5084.8,0.83
6005077001,TURLOCK WWTF,CA0078948,CA,116883.0,127351.0,CA0078948,86000.0,,,,CWNS+COVID,110078.0,21499.01,0.43
6005078001,Visalia WWTP,CA0079189; R5-2018-0046,CA,117900.0,222443.0,,,,,,CWNS,170171.5,73923.06,3.23
6005079001,WASCO WWTF,R5-2002-0198,CA,25356.0,28295.0,,,,,,CWNS,26825.5,2078.19,0.55
6005080001,WATERFORD WWTP,NO. 94-273; CAL010535,CA,8242.0,9493.0,,,,,,CWNS,8867.5,884.59,0.71
6005081001,Yuba City WRP,CA0079260,CA,47700.0,55170.0,CA0079260,70000.0,,,,CWNS+COVID,57623.333333333336,11350.62,0.73
6005082002,Vallecito/Douglas Flat WWTF,R5-2013-0009,CA,549.0,765.0,,,,,,CWNS,657.0,152.74,1.67
6005082021,Forest Meadows STP,CA0085278,CA,1080.0,2858.0,,,,,,CWNS,1969.0,1257.24,4.99
6005086001,Parlier WWTF,R5-95-103,CA,14123.0,14123.0,,,,,,CWNS,14123.0,0.0,0.0
6005088002,Sewerage Commis.-Oroville Reg. WWTP,CA0079235,CA,48631.0,76460.0,CA0079235,44000.0,,,,CWNS+COVID,56363.666666666664,17557.29,2.29
6005094001,PLYMOUTH WWTF,R5-2011-0092,CA,995.0,995.0,,,,,,CWNS,995.0,0.0,0.0
6005098001,Clear Creek WWTF,CA0079731,CA,65424.0,67449.0,,,,,,CWNS,66436.5,1431.89,0.15
6005098002,Stillwater WWTF,CA0082589,CA,21375.0,22050.0,,,,,,CWNS,21712.5,477.3,0.16
6005099001,JACKSON WWTF,CA0079391,CA,256.0,262.0,,,,,,CWNS,259.0,4.24,0.12
6005100001,Amador City Collection System,R5-2002-0224,CA,181.0,221.0,,,,,,CWNS,201.0,28.28,1.0
6005103001,Missing Facility 6005103001,CAL010540; R5-2021-0046,CA,3150.0,3219.0,,,,,,CWNS,3184.5,48.79,0.11
6005105001,Tracy WWTP,CA0079154,CA,79920.0,108000.0,CA0079154,98601.0,,,,CWNS+COVID,95507.0,14293.4,1.52
6005106001,Atwater Regional Wastewater Treatment Facility,R5-2017-0085-001; CA0079197,CA,38736.0,47990.0,,,,,,CWNS,43363.0,6543.57,1.08
6005108001,Hughson WWTF,CAL010521; R5-2012-000,CA,6930.0,8622.0,,,,,,CWNS,7776.0,1196.42,1.1
6005109001,SONORA WWTP,WDR R5-2002-0202,CA,15950.0,16289.0,,,,,,CWNS,16119.5,239.71,0.11
6005112001,IONE WWTF,Order 95-125,CA,7112.0,7112.0,,,,,,CWNS,7112.0,0.0,0.0
6005113001,DEL REY WWTF,2000-0003-DWQ,CA,1524.0,1524.0,,,,,,CWNS,1524.0,0.0,0.0
6005114001,BEAR VALLEY WWTF,CA0081213,CA,109.0,127.0,,,,,,CWNS,118.0,12.73,0.77
6005123001,KETTLEMAN CITY STP,79-143,CA,1064.0,761.0,,,,,,CWNS,912.5,214.25,-1.66
6005125001,Marysville WWTF,5-01-071,CA,11569.0,13012.0,,,,,,CWNS,12290.5,1020.36,0.59
6005126001,PATTERSON WWTF,R5-2007-0147,CA,20411.0,26954.0,,,,,,CWNS,23682.5,4626.6,1.4
6005142001,ARVIN WWTF,5-00-093,CA,15840.0,25200.0,,,,,,CWNS,20520.0,6618.52,2.35
6005143001,DELHI STP,R5-2015-0053,CA,6750.0,6624.0,,,,,,CWNS,6687.0,89.1,-0.09
6005145001,LAKEPORT SOUTH WWTF,R5-2012-0025,CA,4590.0,5101.0,,,,,,CWNS,4845.5,361.33,0.53
6005146001,Manteca WQCF,CA0081558,CA,67537.0,67537.0,CA0081558,83498.0,,,,CWNS+COVID,72857.33333333333,9215.09,0.0
6005155001,Collection System,R5-2013-0153,CA,18615.0,18615.0,,,,,,CWNS,18615.0,0.0,0.0
6005157001,Mt. Shasta WWTF,CA0078051,CA,3242.0,3242.0,,,,,,CWNS,3242.0,0.0,0.0
6005158001,ESCALON WWTF,ORDER NO: R5-2014-01,CA,6750.0,7380.0,,,,,,CWNS,7065.0,445.48,0.45
6005161001,MARIPOSA WWTF,CA0079430,CA,1800.0,1836.0,,,,,,CWNS,1818.0,25.46,0.1
6005162001,San Andreas Sanitary District WWTP,CA0079464,CA,2333.0,2333.0,,,,,,CWNS,2333.0,0.0,0.0
6005164001,WOODBRIDGE WWTF,93-213,CA,3426.0,3508.0,,,,,,CWNS,3467.0,57.98,0.12
6005169001,KNIGHTS LANDING WWTF,R5-2007-0149,CA,632.0,632.0,,,,,,CWNS,632.0,0.0,0.0
6005177001,DINUBA WWTF,95-200,CA,22667.0,29059.0,,,,,,CWNS,25863.0,4519.83,1.25
6005184001,Easterly Wastewater Treatment Plant,CA0077691,CA,90953.0,108000.0,,,,,,CWNS,99476.5,12054.05,0.86
6005187001,ANGELS CAMP WWTF,CA0085201,CA,4899.0,4559.0,,,,,,CWNS,4729.0,240.42,-0.36
6005197001,MADERA STP,R5-2022-0074,CA,60548.0,60548.0,,,,,,CWNS,60548.0,0.0,0.0
6005198001,Grass Valley WWTF,R5-2010-0050; R5-03-089; CA0079898,CA,12330.0,14400.0,,,,,,CWNS,13365.0,1463.71,0.78
6005200001,NEVADA CITY WWTF,CA0079901,CA,2919.0,2919.0,,,,,,CWNS,2919.0,0.0,0.0
6005204001,DUNSMUIR WWTF,CA0078441,CA,1547.0,1659.0,,,,,,CWNS,1603.0,79.2,0.35
6005205001,"Davis, City of WWTP",CA0079049,CA,62764.0,69300.0,CA0079049,70717.0,,,,CWNS+COVID,67593.66666666667,4242.2,0.5
6005218001,Sheridan WWTF,R5-02-208,CA,572.0,572.0,,,,,,CWNS,572.0,0.0,0.0
6005226001,Cutler-Orosi WWTF,CA0081485,CA,14130.0,10890.0,,,,,,CWNS,12510.0,2291.03,-1.29
6005227001,Dry Creek WWTP,CA0079502,CA,120655.0,195918.0,,,,,,CWNS,158286.5,53218.98,2.45
6005227002,Pleasant Grove WWTP,CA0084573,CA,112320.0,168372.0,,,,,,CWNS,140346.0,39634.75,2.04
6005232001,SHASTA LAKE WWTF,CA0079511,CA,7920.0,8242.0,,,,,,CWNS,8081.0,227.69,0.2
6005233001,Colfax WWTF,CA0079529,CA,1566.0,1566.0,,,,,,CWNS,1566.0,0.0,0.0
6005234001,LINCOLN WWTF,CA0084476,CA,59400.0,90000.0,,,,,,CWNS,74700.0,21637.47,2.1
6005235001,DIXON WWTF,R5-2014-0098,CA,17368.0,18589.0,,,,,,CWNS,17978.5,863.38,0.34
6005236001,WINTERS WWTF,RS-2002-0136,CA,6576.0,7525.0,,,,,,CWNS,7050.5,671.04,0.68
6005238001,MOKELUMNE HILL WWTF,91-098,CA,436.0,488.0,,,,,,CWNS,462.0,36.77,0.56
6005240001,Alturas WWTP,CA0078921,CA,2560.0,2452.0,,,,,,CWNS,2506.0,76.37,-0.22
6005243001,QUINCY TREATMENT PLANT,CA0078981,CA,3819.0,3578.0,CA0078981,4217.0,,,,CWNS+COVID,3871.3333333333335,322.7,-0.33
6005244001,REEDLEY WWTP,CA0081230,CA,23751.0,25776.0,,,,,,CWNS,24763.5,1431.89,0.41
6005245002,Corning WWTP,CA0004995,CA,7524.0,8651.0,,,,,,CWNS,8087.5,796.91,0.7
6005246001,Corcoran WWTF,R5-2021-0025,CA,19661.0,15695.0,,,,,,CWNS,17678.0,2804.39,-1.12
6005249001,Deer Creek WWTP,R5-2008-0173; CA0078662,CA,30330.0,41400.0,,,,,,CWNS,35865.0,7827.67,1.57
6005249003,El Dorado Hills WWTP,R5-2007-0069; CA0078671,CA,42396.0,58500.0,,,,,,CWNS,50448.0,11387.25,1.62
6005253001,RIO VISTA WWTF,CA0079588,CA,9630.0,15810.0,,,,,,CWNS,12720.0,4369.92,2.51
6005257001,LINDA WWTF,CA0079651,CA,16927.0,19078.0,,,,,,CWNS,18002.5,1520.99,0.6
6005261001,AVENAL WWTF,CAL038610; 5-00-231,CA,5760.0,4500.0,,,,,,CWNS,5130.0,890.95,-1.23
6005265001,BIGGS WWTF,CA0078930,CA,1708.0,2250.0,,,,,,CWNS,1979.0,383.25,1.39
6005271001,BYRON SAN DIS WWTF,R5-2009-000,CA,1851.0,1436.0,,,,,,CWNS,1643.5,293.45,-1.26
6005279001,CHESTER WWTF,CA0077747; R5-04-050,CA,1890.0,1958.0,,,,,,CWNS,1924.0,48.08,0.18
6005282001,CLEARLAKE OAKS WWTF,R5-2014-0707; CAL010533,CA,2116.0,2430.0,,,,,,CWNS,2273.0,222.03,0.69
6005284001,COALINGA WWTF,94-184,CA,15660.0,24840.0,,,,,,CWNS,20250.0,6491.24,2.33
6005285001,Cottonwood WWTP,R5-93-220; CA0081507,CA,2820.0,2820.0,,,,,,CWNS,2820.0,0.0,0.0
6005294001,Delleker WWTF,CA0081744,CA,585.0,585.0,,,,,,CWNS,585.0,0.0,0.0
6005296001,Plumas Eureka WWTP,R5-98-007,CA,322.0,322.0,,,,,,CWNS,322.0,0.0,0.0
6005297001,Gustine WWTF,CAL081272,CA,5580.0,6750.0,,,,,,CWNS,6165.0,827.31,0.96
6005299001,HAMILTON CITY WWTF,WDR98-81,CA,2201.0,3349.0,,,,,,CWNS,2775.0,811.76,2.12
6005306001,Lamont WWTF,CAL000433; R5-2022-0059,CA,12644.0,10832.0,,,,,,CWNS,11738.0,1281.28,-0.77
6005310001,LEMOORE STP,CAL000435; R5-2019-0008,CA,24300.0,28980.0,,,,,,CWNS,26640.0,3309.26,0.88
6005316001,LONDON WWTF,R5-2017-0109,CA,1682.0,2147.0,,,,,,CWNS,1914.5,328.8,1.23
6005319001,McCloud WWTF,R5-2017-0078,CA,1170.0,822.0,,,,,,CWNS,996.0,246.07,-1.75
6005325001,ORLAND WWTF,R5-2010-0087,CA,7490.0,9489.0,,,,,,CWNS,8489.5,1413.51,1.19
6005329001,Hangtown Creek WWTP,CA0078956,CA,9000.0,9000.0,,,,,,CWNS,9000.0,0.0,0.0
6005347001,TAFT WWTF,CA0080161,CA,7786.0,8267.0,,,,,,CWNS,8026.5,340.12,0.3
6005351001,Tipton WWTF,85-170,CA,1566.0,1755.0,,,,,,CWNS,1660.5,133.64,0.57
6005357001,WHEATLAND WWTF,91-069,CA,3408.0,3408.0,,,,,,CWNS,3408.0,0.0,0.0
6005360001,Woodville WWTF,86-108,CA,1506.0,1506.0,,,,,,CWNS,1506.0,0.0,0.0
6005366001,LOYALTON WWTF,R5-2009-0108,CA,666.0,614.0,,,,,,CWNS,640.0,36.77,-0.41
6005367001,Malaga WWTF,R5-99-100; CA0084239,CA,1170.0,1018.0,,,,,,CWNS,1094.0,107.48,-0.69
6005368001,RED BLUFF WWTF,CA0078891,CA,12524.0,12524.0,,,,,,CWNS,12524.0,0.0,0.0
6005421001,Lake of the Pines WWTP,R5-2017-0085-011,CA,7647.0,9315.0,,,,,,CWNS,8481.0,1179.45,0.99
6005511002,DON PEDRO WWTF,R5-2013-0062,CA,1277.0,2473.0,,,,,,CWNS,1875.0,845.7,3.36
6005511004,Yosemite West WWTF,99-004,CA,284.0,382.0,,,,,,CWNS,333.0,69.3,1.49
6005551001,Camino Heights Wastewater Treatment Plant,"R5-2012-0045,",CA,286.0,286.0,,,,,,CWNS,286.0,0.0,0.0
6005607001,POPLAR WWTF,98-214,CA,2381.0,2381.0,,,,,,CWNS,2381.0,0.0,0.0
6005681001,Lake Wildwood WWTP,CA0077828,CA,5918.0,6170.0,,,,,,CWNS,6044.0,178.19,0.21
6005682001,Cascade Shores WWTP,CA0083241,CA,441.0,475.0,,,,,,CWNS,458.0,24.04,0.37
6005693001,Reeder Tract  WWTF,2014-0153-DWQ-R5303,CA,450.0,522.0,,,,,,CWNS,486.0,50.91,0.74
6005780001,BIEBER WWTF,CA0000000,CA,737.0,737.0,,,,,,CWNS,737.0,0.0,0.0
6005783001,Stallion Springs CSD WWTF,CA0080489,CA,2696.0,3999.0,,,,,,CWNS,3347.5,921.36,1.99
6006002001,SUSANVILLE REG WWTF,CA0102695,CA,15998.0,15480.0,,,,,,CWNS,15739.0,366.28,-0.16
6006004001,South Tahoe WWTF,R6T-2004-0010,CA,33011.0,37007.0,,,,,,CWNS,35009.0,2825.6,0.57
6006005001,Barstow WRF,R6V-2019-0252,CA,23374.0,28976.0,,,,,,CWNS,26175.0,3961.21,1.08
6006008001,Tahoe-Truckee WWTP,R6T-2002-0030,CA,51159.0,57899.0,,,,,,CWNS,54529.0,4765.9,0.62
6006009001,Victor Valley Regional WWRP,CA0102822,CA,230482.0,203312.0,,,,,,CWNS,216897.0,19212.09,-0.63
6006010001,Mammoth Community WWTF,R6V-2009-0035; 2006-0003-DWQ,CA,7380.0,7380.0,,,,,,CWNS,7380.0,0.0,0.0
6006011001,JUNE LAKE WWTF,2016-0039-DWQ,CA,788.0,788.0,,,,,,CWNS,788.0,0.0,0.0
6006013001,L. ARROWHEAD WWTF,2013-0002-DWQ,CA,10079.0,10079.0,,,,,,CWNS,10079.0,0.0,0.0
6006021001,HOUSTON CREEK WWTF,WDR-R6-1994-0057,CA,8573.0,8573.0,,,,,,CWNS,8573.0,0.0,0.0
6006027001,BRIDGEPORT WWTF,WDID No.: 6A26530090; NO. 6Â·01Â·12,CA,766.0,711.0,,,,,,CWNS,738.5,38.89,-0.37
6006028002,Leavitt Lake Evaporation Ponds,NO. 6-96-18,CA,906.0,1132.0,,,,,,CWNS,1019.0,159.81,1.12
6006031001,DESERT LAKE WWTF,6-01-55,CA,1338.0,1338.0,,,,,,CWNS,1338.0,0.0,0.0
6006041001,Rosamond WWTF,R6V-2019-0251,CA,19371.0,25179.0,,,,,,CWNS,22275.0,4106.88,1.32
6006049001,MOJAVE WWTF,NO. 6-01-36,CA,3600.0,4358.0,,,,,,CWNS,3979.0,535.99,0.96
6007002001,EL CENTRO WWTF,CA0104426,CA,39493.0,42300.0,,,,,,CWNS,40896.5,1984.85,0.34
6007003001,PALM SPRINGS WWRF,R7-2015-0013,CA,43131.0,43131.0,,,,,,CWNS,43131.0,0.0,0.0
6007005001,CALEXICO WWTF,CA7000009,CA,36316.0,37800.0,CA7000009,40000.0,,,,CWNS+COVID,38038.666666666664,1853.56,0.2
6007007001,CALIPATRIA WWTF,CA0105015,CA,7200.0,6371.0,,,,,,CWNS,6785.5,586.19,-0.61
6007010001,Blythe Regional WWTF,CAL000372,CA,16014.0,12150.0,,,,,,CWNS,14082.0,2732.26,-1.37
6007011001,HEBER WWTF,CA0104370,CA,3334.0,3334.0,,,,,,CWNS,3334.0,0.0,0.0
6007013001,HOLTVILLE WWTF,CA0104361,CA,4991.0,4991.0,,,,,,CWNS,4991.0,0.0,0.0
6007014001,IMPERIAL WWTF,CA0104400,CA,19227.0,32377.0,,,,,,CWNS,25802.0,9298.45,2.64
6007018001,SEELEY CWD WWTF,CA0105023,CA,1890.0,1867.0,,,,,,CWNS,1878.5,16.26,-0.06
6007019001,WESTMORLAND WWTF,CA0105007,CA,2030.0,1890.0,,,,,,CWNS,1960.0,98.99,-0.36
6007021001,Alan Horton WWTF,R7-2022-0008,CA,26897.0,28162.0,,,,,,CWNS,27529.5,894.49,0.23
6007022001,Brawley WWTP,CA0104523; R7-05-21,CA,42320.0,42320.0,,,,,,CWNS,42320.0,0.0,0.0
6007023001,Imperial Commun Colleges Dist WWTF,CA0104299,CA,5400.0,5850.0,,,,,,CWNS,5625.0,318.2,0.4
6007025001,Coachella WWTP,CA0104493,CA,68400.0,105300.0,,,,,,CWNS,86850.0,26092.24,2.18
6007029001,VALLEY SD WWTF,CA0104477,CA,75413.0,118827.0,,,,,,CWNS,97120.0,30698.33,2.3
6007032001,BANNING WWTF,CAL000410,CA,26528.0,26350.0,,,,,,CWNS,26439.0,125.87,-0.03
6007069001,Blythe Airport WWTF,R7-2018-0003,CA,0.0,0.0,,,,,,CWNS,0.0,0.0,
6007770001,Hi Desert WWRF,R7-2015-0043,CA,15829.0,15829.0,,,,,,CWNS,15829.0,0.0,0.0
6008001001,"Riverside, City of (Regional Water Quality Control Plant)",CA0105350,CA,366930.0,459755.0,,,,,,CWNS,413342.5,65637.19,1.13
6008003001,San Jacinto Collection System,CAS618033,CA,11816.0,15048.0,,,,,,CWNS,13432.0,2285.37,1.22
6008004001,San Bernardino WRP,CA0105392,CA,343107.0,310996.0,CA0105392,325000.0,,,,CWNS+COVID,326367.6666666667,16099.13,-0.49
6008007001,BIG BEAR AREA REG WWTF,CA8000344,CA,44618.0,50400.0,,,,,,CWNS,47509.0,4088.49,0.61
6008010001,IEUA Regional Plant No.1,CA0105279; R8-01-01 ; CA8000409,CA,409304.0,517910.0,,,,,,CWNS,463607.0,76796.04,1.18
6008010004,IEUA Regional Plant No.4,CA8000409; CA0105279,CA,125940.0,159357.0,,,,,,CWNS,142648.5,23629.39,1.18
6008010005,IEUA Regional Plant No.5,R8-04-006; CA8000402; CA8000409,CA,141682.0,179276.0,,,,,,CWNS,160479.0,26582.97,1.18
6008010006,IEUA Carbon Canyon WRF,R8-04-020; CA8000073; CA8000409,CA,110197.0,139437.0,,,,,,CWNS,124817.0,20675.8,1.18
6008012001,BEAUMONT WWTF,CA0105376,CA,35798.0,64156.0,,,,,,CWNS,49977.0,20052.13,2.96
6008016003,Western Riverside Co Reg WWTP,CA8000316,CA,113419.0,139430.0,,,,,,CWNS,126424.5,18392.55,1.04
6008019001,Yucaipa Valley WD WWTP,R8-01-009; CA0105619,CA,58500.0,65700.0,,,,,,CWNS,62100.0,5091.17,0.58
6008020001,Corona WWTF #1,CA8000383,CA,104926.0,111560.0,,,,,,CWNS,108243.0,4690.95,0.31
6008020002,Corona WWTF #2,R8-2011-0015,CA,50486.0,50486.0,,,,,,CWNS,50486.0,0.0,0.0
6008020003,Corona WWTP #3,CA8000395,CA,9124.0,9701.0,,,,,,CWNS,9412.5,408.0,0.31
6008022001,OCSD WRP No. 1,CA0110604,CA,1061827.0,1087993.0,CA0110604,1800000.0,,,,CWNS+COVID,1316606.6666666667,418835.29,0.12
6008024001,COLTON WWTF,CA0105236,CA,60354.0,65423.0,,,,,,CWNS,62888.5,3584.32,0.4
6008034001,Railroad Canyon WWTP,96-34,CA,25153.0,30272.0,,,,,,CWNS,27712.5,3619.68,0.93
6008052001,Rialto WWTP,CA0105295,CA,135000.0,140400.0,,,,,,CWNS,137700.0,3818.38,0.2
6008086001,Temescal Valley WD WWTP,CA8000100,CA,18000.0,20277.0,,,,,,CWNS,19138.5,1610.08,0.6
6008100001,El Toro Water District (Water Reclamation Plant),RB-2015-0023; CA0107611,CA,43939.0,49094.0,,,,,,CWNS,46516.5,3645.14,0.56
6009004001,FALLBROOK WWTF #1,CA0108031,CA,29352.0,32625.0,,,,,,CWNS,30988.5,2314.36,0.53
6009011001,Encina Water Pollution Control Facility,CA0107395,CA,363144.0,392864.0,,,,,,CWNS,378004.0,21015.21,0.39
6009014002,Gafner Water Recycling Facility,R9-2004-0223,CA,36314.0,39286.0,,,,,,CWNS,37800.0,2101.52,0.39
6009015003,Ralph W. Chapman WRF,2006-0003-DWQ; R9-2007-0037,CA,13770.0,13770.0,,,,,,CWNS,13770.0,0.0,0.0
6009016001,Rancho Santa Fe WWTF,Order No. 92-04,CA,5133.0,5133.0,,,,,,CWNS,5133.0,0.0,0.0
6009019001,South Orange County Wastewater Authority  (Latham WWTP),CA0107417,CA,49715.0,49670.0,,,,,,CWNS,49692.5,31.82,-0.0
6009020001,Whispering Palms WPCF,NO. 94-80,CA,2851.0,2926.0,,,,,,CWNS,2888.5,53.03,0.13
6009028001,San Elijo WRF,CA0107999,CA,20479.0,20475.0,,,,,,CWNS,20477.0,2.83,-0.0
6009031001,Point Loma WRP,CA0107409,CA,2222389.0,2509018.0,CA0107409,2200000.0,,,,CWNS+COVID,2310469.0,172312.49,0.61
6009031004,South Bay WRP,CA0108928,CA,146085.0,166694.0,,,,,,CWNS,156389.5,14572.76,0.66
6009032001,Hale Avenue RRF,CA0107981,CA,180000.0,196470.0,,,,,,CWNS,188235.0,11646.05,0.44
6009036001,Padre Dam WRF,CA0107492,CA,36000.0,36000.0,,,,,,CWNS,36000.0,0.0,0.0
6009040001,Meadowlark Water Reclam. Facility,R9-2007-0018; CA0107395,CA,94500.0,94500.0,,,,,,CWNS,94500.0,0.0,0.0
6009041001,"Oceanside, City of (La Salina WWTF)",CA0107433,CA,38102.0,38102.0,,,,,,CWNS,38102.0,0.0,0.0
6009047001,Encinitas Collection System,R9-2007-0005,CA,17550.0,17306.0,,,,,,CWNS,17428.0,172.53,-0.07
6009058001,RANCHO DEL CAMPO WWTF,Order WQ 2014-0153-D,CA,557.0,557.0,,,,,,CWNS,557.0,0.0,0.0
6009069001,Borrego Springs WWRF,R7-2019-0015,CA,900.0,900.0,,,,,,CWNS,900.0,0.0,0.0
6012001102,3-5 Storm Drain Facility,CAS618036,CA,,,,,,,,Unmatched,,,
6012004008,Calleguas Salinity Mngmt. Project,CAG674001,CA,,,,,,,,Unmatched,,,
6021003001,Weaverville Storm Water System,CA000000 ,CA,,,,,,,,Unmatched,,,
6022012001,Palo Alto Stormwater,CA0037834; CAS000004,CA,,,,,,,,Unmatched,,,
6022041001,Santa Clara Storm Water System,CA029718 ,CA,,,,,,,,Unmatched,,,
6022041002,City of San Jose (Stormwater),CAS612008; CAS029718,CA,,,,,,,,Unmatched,,,
6022047001,Vallejo Storm Water System,CAS108766,CA,,,,,,,,Unmatched,,,
